"","GO.IDs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GO.Term","GO.Slim.Term","Cat","gene","uniprot","uniprot_taxa.id","uniprot.name"
"165","GO:1905098",0.0133234930709663,0.999955732894361,1,2,"negative regulation of guanyl-nucleotide exchange factor activity","BP",NA,NA,NA,"PGEN_.00g211830","P16056","MET_MOUSE","Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)"
"166","GO:1905929",0.0142895933693795,1,1,1,"positive regulation of invadopodium disassembly","BP",NA,NA,NA,"PGEN_.00g013900","Q80TN7","NAV3_MOUSE","Neuron navigator 3 (Pore membrane and/or filament-interacting-like protein 1)"
"167","GO:0003402",0.0151247005802078,1,1,1,"planar cell polarity pathway involved in axis elongation","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"168","GO:0003408",0.0151247005802078,1,1,1,"optic cup formation involved in camera-type eye development","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"169","GO:0036517",0.0151247005802078,1,1,1,"chemoattraction of serotonergic neuron axon","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"170","GO:0038031",0.0151247005802078,1,1,1,"non-canonical Wnt signaling pathway via JNK cascade","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"171","GO:0060809",0.0151247005802078,1,1,1,"mesodermal to mesenchymal transition involved in gastrulation","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"172","GO:0061347",0.0151247005802078,1,1,1,"planar cell polarity pathway involved in outflow tract morphogenesis","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"173","GO:0061348",0.0151247005802078,1,1,1,"planar cell polarity pathway involved in ventricular septum morphogenesis","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"174","GO:0061349",0.0151247005802078,1,1,1,"planar cell polarity pathway involved in cardiac right atrium morphogenesis","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"175","GO:0061350",0.0151247005802078,1,1,1,"planar cell polarity pathway involved in cardiac muscle tissue morphogenesis","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"176","GO:0061354",0.0151247005802078,1,1,1,"planar cell polarity pathway involved in pericardium morphogenesis","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"177","GO:0097325",0.0151247005802078,1,1,1,"melanocyte proliferation","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"178","GO:0099068",0.0151247005802078,1,1,1,"postsynapse assembly","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"179","GO:1904934",0.0151247005802078,1,1,1,"negative regulation of cell proliferation in midbrain","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"180","GO:1904955",0.0151247005802078,1,1,1,"planar cell polarity pathway involved in midbrain dopaminergic neuron differentiation","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"181","GO:0097009",0.0156515173232326,0.999133958057691,2,16,"energy homeostasis","BP",NA,NA,NA,"PGEN_.00g004840; PGEN_.00g213360","P54646; Q14995","AAPK2_HUMAN; NR1D2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31); Nuclear receptor subfamily 1 group D member 2 (Orphan nuclear hormone receptor BD73) (Rev-erb alpha-related receptor) (RVR) (Rev-erb-beta) (V-erbA-related protein 1-related) (EAR-1R)"
"182","GO:0035994",0.0163151656070409,0.999933520018327,1,2,"response to muscle stretch","BP",NA,NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"183","GO:0150012",0.0174362237497917,0.999924026590914,1,2,"positive regulation of neuron projection arborization","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"184","GO:0060907",0.0178015171821911,0.999920795125618,1,2,"positive regulation of macrophage cytokine production","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"185","GO:0098528",0.0195430383145284,0.999904454746315,1,2,"skeletal muscle fiber differentiation","BP",NA,NA,NA,"PGEN_.00g271680","Q5U504","KLH40_XENLA","Kelch-like protein 40 (Kelch repeat and BTB domain-containing protein 5)"
"186","GO:0035330",0.0206381536848329,0.999893386965819,1,2,"regulation of hippo signaling","BP",NA,NA,NA,"PGEN_.00g166530","Q29RK9","MOB3B_BOVIN","MOB kinase activator 3B (Mob1 homolog 2b) (Mps one binder kinase activator-like 2B)"
"187","GO:0035794",0.0211154886502878,0.999851339210763,1,3,"positive regulation of mitochondrial membrane permeability","BP",NA,NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"188","GO:0071425",0.0215723416878526,0.999844804496878,1,3,"hematopoietic stem cell proliferation","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"189","GO:1900408",0.0218907564910535,1,1,1,"negative regulation of cellular response to oxidative stress","BP",NA,NA,NA,"PGEN_.00g312440","Q4V8B0","OXR1_RAT","Oxidation resistance protein 1 (Protein C7)"
"190","GO:1902083",0.0218907564910535,1,1,1,"negative regulation of peptidyl-cysteine S-nitrosylation","BP",NA,NA,NA,"PGEN_.00g312440","Q4V8B0","OXR1_RAT","Oxidation resistance protein 1 (Protein C7)"
"191","GO:0072201",0.0221231988510608,0.999877398659011,1,2,"negative regulation of mesenchymal cell proliferation","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"192","GO:0072205",0.0232203041852629,0.999864861287379,1,2,"metanephric collecting duct development","BP",NA,NA,NA,"PGEN_.00g049510","Q8TDM6","DLG5_HUMAN","Disks large homolog 5 (Discs large protein P-dlg) (Placenta and prostate DLG)"
"193","GO:1904862",0.0233317046083737,0.999863553702847,1,2,"inhibitory synapse assembly","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"194","GO:0086009",0.0243330009963386,0.999851514653958,1,2,"membrane repolarization","BP",NA,NA,NA,"PGEN_.00g065950","O73925","KCNQ1_SQUAC","Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)"
"195","GO:0070989",0.024840604398155,0.999752970867882,1,5,"oxidative demethylation","BP",NA,NA,NA,"PGEN_.00g131030","Q9NXW9","ALKB4_HUMAN","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)"
"196","GO:0098735",0.0251319838740008,0.99984153833942,1,2,"positive regulation of the force of heart contraction","BP",NA,NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"197","GO:2000052",0.026553123186209,0.999822981162199,1,2,"positive regulation of non-canonical Wnt signaling pathway","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"198","GO:1902474",0.027320524700944,0.999812527321184,1,2,"positive regulation of protein localization to synapse","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"199","GO:0036376",0.0274599410988237,0.999747854411661,1,3,"sodium ion export across plasma membrane","BP",NA,NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"200","GO:0062028",0.0280360189375009,0.999802506533696,1,2,"regulation of stress granule assembly","BP",NA,NA,NA,"PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"201","GO:1904428",0.0280360189375009,0.999802506533696,1,2,"negative regulation of tubulin deacetylation","BP",NA,NA,NA,"PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"202","GO:2000758",0.0280360189375009,0.999802506533696,1,2,"positive regulation of peptidyl-lysine acetylation","BP",NA,NA,NA,"PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"203","GO:1902275",0.0286786261389016,0.999690678694179,1,4,"regulation of chromatin organization","BP",NA,NA,NA,"PGEN_.00g131030","Q9NXW9","ALKB4_HUMAN","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)"
"204","GO:1902307",0.0293196674961734,0.999712299823065,1,3,"positive regulation of sodium ion transmembrane transport","BP",NA,NA,NA,"PGEN_.00g057380","Q9ESD1","PRSS8_MOUSE","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]"
"205","GO:1902533",0.030123224098312,0.99969620198777,1,3,"positive regulation of intracellular signal transduction","BP",NA,NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"206","GO:0070997",0.0310518520012871,0.999677044986024,1,3,"neuron death","BP",NA,NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"207","GO:0061436",0.0314981445239875,0.999626415150422,1,4,"establishment of skin barrier","BP",NA,NA,NA,"PGEN_.00g211830","P16056","MET_MOUSE","Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)"
"208","GO:0071305",0.0322934440648273,0.999650503134489,1,3,"cellular response to vitamin D","BP",NA,NA,NA,"PGEN_.00g149640","Q80YX1","TENA_MOUSE","Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C)"
"209","GO:1905552",0.0326921130172535,0.999730815385495,1,2,"positive regulation of protein localization to endoplasmic reticulum","BP",NA,NA,NA,"PGEN_.00g334400","O01761","UNC89_CAEEL","Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)"
"210","GO:1905905",0.0326921130172535,0.999730815385495,1,2,"pharyngeal gland morphogenesis","BP",NA,NA,NA,"PGEN_.00g334400","O01761","UNC89_CAEEL","Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)"
"211","GO:0035567",0.0332824465922082,0.999582570309423,1,4,"non-canonical Wnt signaling pathway","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"212","GO:0071257",0.0336393621568658,0.999620528941557,1,3,"cellular response to electrical stimulus","BP",NA,NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"213","GO:0071896",0.0346033160325343,0.999598291400505,1,3,"protein localization to adherens junction","BP",NA,NA,NA,"PGEN_.00g049510","Q8TDM6","DLG5_HUMAN","Disks large homolog 5 (Discs large protein P-dlg) (Placenta and prostate DLG)"
"214","GO:0061036",0.0363802880923284,0.999467617547324,1,5,"positive regulation of cartilage development","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"215","GO:0036518",0.0368912998784628,0.999656475960579,1,2,"chemorepulsion of dopaminergic neuron axon","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"216","GO:0071468",0.037592873988907,0.999431250814322,1,5,"cellular response to acidic pH","BP",NA,NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"217","GO:1904753",0.0385447835360388,0.999500660858442,1,3,"negative regulation of vascular associated smooth muscle cell migration","BP",NA,NA,NA,"PGEN_.00g035760","Q13976","KGP1_HUMAN","cGMP-dependent protein kinase 1 (cGK 1) (cGK1) (EC 2.7.11.12) (cGMP-dependent protein kinase I) (cGKI)"
"218","GO:1900020",0.0392894546199635,0.999416781984924,1,4,"positive regulation of protein kinase C activity","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"219","GO:0071380",0.039315973066869,0.999480294832601,1,3,"cellular response to prostaglandin E stimulus","BP",NA,NA,NA,"PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"220","GO:0070886",0.0395744750415515,0.999343205165709,1,6,"positive regulation of calcineurin-NFAT signaling cascade","BP",NA,NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"221","GO:0110095",0.040068984660411,0.999326554001932,1,6,"cellular detoxification of aldehyde","BP",NA,NA,NA,"PGEN_.00g223280","Q7Z9I2","YCP9_SCHPO","Uncharacterized oxidoreductase C663.09c (EC 1.-.-.-)"
"222","GO:0071872",0.0403243535689895,0.999453039359694,1,3,"cellular response to epinephrine stimulus","BP",NA,NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"223","GO:0052651",0.0406025930433539,0.999335706735796,1,5,"monoacylglycerol catabolic process","BP",NA,NA,NA,"PGEN_.00g279730","Q5R6S0","ABHGA_PONAB","Phosphatidylserine lipase ABHD16A (EC 3.1.-.-) (Alpha/beta hydrolase domain-containing protein 16A) (Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5 homolog) (Monoacylglycerol lipase ABHD16A) (EC 3.1.1.23)"
"224","GO:0099566",0.0415196344723545,0.99941981265949,1,3,"regulation of postsynaptic cytosolic calcium ion concentration","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"225","GO:0071236",0.0423012092627503,0.999278453014525,1,5,"cellular response to antibiotic","BP",NA,NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"226","GO:0062009",0.0444282857899392,0.999252578949574,1,4,"secondary palate development","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"227","GO:0035815",0.0466816925904077,0.999083480693473,1,6,"positive regulation of renal sodium excretion","BP",NA,NA,NA,"PGEN_.00g164020","P16066","ANPRA_HUMAN","Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"
"228","GO:1904861",0.0471045258105733,0.999158843731327,1,4,"excitatory synapse assembly","BP",NA,NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"229","GO:1901631",0.0499737582486174,0.998989739535408,1,5,"positive regulation of presynaptic membrane organization","BP",NA,NA,NA,"PGEN_.00g190430","O75096","LRP4_HUMAN","Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)"
"230","GO:1904395",0.0499737582486174,0.998989739535408,1,5,"positive regulation of skeletal muscle acetylcholine-gated channel clustering","BP",NA,NA,NA,"PGEN_.00g190430","O75096","LRP4_HUMAN","Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)"
"231","GO:0034451",0.0392826812443718,0.996241521570151,2,37,"centriolar satellite","CC","centriolar satellite","cytoskeleton","C","PGEN_.00g082390; PGEN_.00g130160","Q8BR93; Q8BR93","HARB1_MOUSE; HARB1_MOUSE","Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease); Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)"
"232","GO:0005796",0.00280055223967984,0.999827546848051,3,27,"Golgi lumen","CC","Golgi lumen","ER/Golgi","C","PGEN_.00g069450; PGEN_.00g204470; PGEN_.00g218470","Q7Z5P9; P41221; O14594","MUC19_HUMAN; WNT5A_HUMAN; NCAN_HUMAN","Mucin-19 (MUC-19); Protein Wnt-5a; Neurocan core protein (Chondroitin sulfate proteoglycan 3)"
"233","GO:0017059",0.0382570257029547,0.999447277121055,1,4,"serine C-palmitoyltransferase complex","CC","serine C-palmitoyltransferase complex","ER/Golgi","C","PGEN_.00g171780","P97363","SPTC2_MOUSE","Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)"
"234","GO:0005614",0.0302052311996654,0.999770506501085,1,2,"interstitial matrix","CC","interstitial matrix","extracellular matrix","C","PGEN_.00g149640","Q80YX1","TENA_MOUSE","Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C)"
"235","GO:0031012",0.00750854049423861,0.998617294648895,5,133,"extracellular matrix","CC","extracellular matrix","non-structural extracellular","C","PGEN_.00g149640; PGEN_.00g193010; PGEN_.00g198010; PGEN_.00g204470; PGEN_.00g218470","Q80YX1; Q3UTY6; P05099; P41221; O14594","TENA_MOUSE; THSD4_MOUSE; MATN1_CHICK; WNT5A_HUMAN; NCAN_HUMAN","Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C); Thrombospondin type-1 domain-containing protein 4 (A disintegrin and metalloproteinase with thrombospondin motifs-like protein 6) (ADAMTS-like protein 6) (ADAMTSL-6) (ADAMTS-like protein 4) (ADAMTSL-4); Cartilage matrix protein (Matrilin-1); Protein Wnt-5a; Neurocan core protein (Chondroitin sulfate proteoglycan 3)"
"236","GO:0005615",0.0314394087998256,0.987685313604719,9,478,"extracellular space","CC","extracellular space","non-structural extracellular","C","PGEN_.00g057380; PGEN_.00g149640; PGEN_.00g165230; PGEN_.00g198010; PGEN_.00g204470; PGEN_.00g208580; PGEN_.00g211830; PGEN_.00g263790; PGEN_.00g283380","Q9ESD1; Q80YX1; Q8IWY4; P05099; P41221; Q3L254; P16056; Q9I926; Q9XTQ6","PRSS8_MOUSE; TENA_MOUSE; SCUB1_HUMAN; MATN1_CHICK; WNT5A_HUMAN; WNT7B_CHICK; MET_MOUSE; FUCL6_ANGJA; TBH1_CAEEL","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]; Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C); Signal peptide, CUB and EGF-like domain-containing protein 1; Cartilage matrix protein (Matrilin-1); Protein Wnt-5a; Protein Wnt-7b; Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met); Fucolectin-6; Tyramine beta-hydroxylase (EC 1.14.17.-)"
"237","GO:0005643",0.0399963092864436,0.996149284913183,2,34,"nuclear pore","CC","nuclear pore","nucleus","C","PGEN_.00g259110; PGEN_.00g326070","Q99666; Q5U249","RGPD5_HUMAN; ELYS_XENLA","RANBP2-like and GRIP domain-containing protein 5/6 (Ran-binding protein 2-like 1/2) (RanBP2-like 1/2) (RanBP2L1) (RanBP2L2) (Sperm membrane protein BS-63); Protein ELYS (Protein MEL-28) (xELYS)"
"238","GO:0005737",0.00229731521770422,0.998869587602147,33,2258,"cytoplasm","CC","cytoplasm","other cellular component","C","PGEN_.00g004840; PGEN_.00g014370; PGEN_.00g024960; PGEN_.00g035760; PGEN_.00g049510; PGEN_.00g051430; PGEN_.00g065700; PGEN_.00g065950; PGEN_.00g070630; PGEN_.00g076180; PGEN_.00g110260; PGEN_.00g131030; PGEN_.00g175550; PGEN_.00g183880; PGEN_.00g185010; PGEN_.00g203340; PGEN_.00g203450; PGEN_.00g211830; PGEN_.00g213360; PGEN_.00g216290; PGEN_.00g227520; PGEN_.00g245920; PGEN_.00g259110; PGEN_.00g270640; PGEN_.00g271680; PGEN_.00g277910; PGEN_.00g279870; PGEN_.00g283380; PGEN_.00g289090; PGEN_.00g305680; PGEN_.00g312690; PGEN_.00g316170; PGEN_.00g326070","P54646; Q11002; Q6BK42; Q13976; Q8TDM6; Q2HJF4; P80174; O73925; Q2TBS9; Q8JHV9; Q39565; Q9NXW9; Q2TAD9; P21894; Q8BVI5; Q32L09; Q9BV99; P16056; Q14995; Q5XPI4; Q17LW0; Q99973; Q99666; Q2KID4; Q5U504; Q61165; P00522; Q9XTQ6; E9Q5G3; O88873; Q6AZB8; Q5ZIJ9; Q5U249","AAPK2_HUMAN; CANA_DROME; DDI1_DEBHA; KGP1_HUMAN; DLG5_HUMAN; PBLD_BOVIN; SODC_CARCR; KCNQ1_SQUAC; SMU1_BOVIN; BIR7A_XENLA; DYHB_CHLRE; ALKB4_HUMAN; CYR1B_XENLA; SYAC_BOMMO; STX16_MOUSE; SHFL_BOVIN; LRC61_HUMAN; MET_MOUSE; NR1D2_HUMAN; RN123_HUMAN; MYO7A_AEDAE; TEP1_HUMAN; RGPD5_HUMAN; DNAL1_BOVIN; KLH40_XENLA; SL9A1_MOUSE; ABL_DROME; TBH1_CAEEL; KIF23_MOUSE; GMEB2_RAT; HARB1_DANRE; MIB2_CHICK; ELYS_XENLA","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31); Calpain-A (EC 3.4.22.-) (Calcium-activated neutral proteinase A) (CANP A) [Cleaved into: Calpain-A catalytic subunit]; DNA damage-inducible protein 1 (EC 3.4.23.-); cGMP-dependent protein kinase 1 (cGK 1) (cGK1) (EC 2.7.11.12) (cGMP-dependent protein kinase I) (cGKI); Disks large homolog 5 (Discs large protein P-dlg) (Placenta and prostate DLG); Phenazine biosynthesis-like domain-containing protein (EC 5.1.-.-); Superoxide dismutase [Cu-Zn] (EC 1.15.1.1); Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1); WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]; Baculoviral IAP repeat-containing protein 7-A (EC 2.3.2.27) (E3 ubiquitin-protein ligase EIAP-A) (Embryonic/Egg IAP) (xEIAP/XLX) (Inhibitor of apoptosis-like protein) (IAP-like protein) (RING-type E3 ubiquitin transferase EIAP-A) (XIAP homolog XLX) (XLX); Dynein beta chain, flagellar outer arm; Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-); Cysteine and histidine-rich protein 1-B; Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS); Syntaxin-16; Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog (SHFL) (Repressor of yield of DENV protein homolog) (RyDEN); Leucine-rich repeat-containing protein 61; Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met); Nuclear receptor subfamily 1 group D member 2 (Orphan nuclear hormone receptor BD73) (Rev-erb alpha-related receptor) (RVR) (Rev-erb-beta) (V-erbA-related protein 1-related) (EAR-1R); E3 ubiquitin-protein ligase RNF123 (EC 2.3.2.27) (Kip1 ubiquitination-promoting complex protein 1) (RING finger protein 123) (RING-type E3 ubiquitin transferase RNF123); Myosin-VIIa (Protein crinkled); Telomerase protein component 1 (Telomerase-associated protein 1) (Telomerase protein 1) (p240) (p80 telomerase homolog); RANBP2-like and GRIP domain-containing protein 5/6 (Ran-binding protein 2-like 1/2) (RanBP2-like 1/2) (RanBP2L1) (RanBP2L2) (Sperm membrane protein BS-63); Dynein light chain 1, axonemal; Kelch-like protein 40 (Kelch repeat and BTB domain-containing protein 5); Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1); Tyrosine-protein kinase Abl (EC 2.7.10.2) (D-ash) (Protein abelson); Tyramine beta-hydroxylase (EC 1.14.17.-); Kinesin-like protein KIF23; Glucocorticoid modulatory element-binding protein 2 (GMEB-2); Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease); E3 ubiquitin-protein ligase MIB2 (EC 2.3.2.27) (Mind bomb homolog 2) (RING-type E3 ubiquitin transferase MIB2); Protein ELYS (Protein MEL-28) (xELYS)"
"239","GO:0031463",0.00914431918693921,0.999602708767407,2,26,"Cul3-RING ubiquitin ligase complex","CC","Cul3-RING ubiquitin ligase complex","other cellular component","C","PGEN_.00g015010; PGEN_.00g271680","Q80TF4; Q5U504","KLH13_MOUSE; KLH40_XENLA","Kelch-like protein 13 (BTB and kelch domain-containing protein 2); Kelch-like protein 40 (Kelch repeat and BTB domain-containing protein 5)"
