"input" "reason" "matches" "identifier" "name" "namespace" "description" "class"
"GO:0001882" "MATCH" "1" "GO:0001882" "nucleoside binding" "molecular_function" "Interacting selectively and non-covalently with a nucleoside, a compound consisting of a purine or pyrimidine nitrogenous base linked either to ribose or deoxyribose." "GOTerm"
"GO:0001872" "MATCH" "1" "GO:0001872" "(1->3)-beta-D-glucan binding" "molecular_function" "Interacting selectively and non-covalently with (1->3)-beta-D-glucans." "GOTerm"
"GO:0001875" "MATCH" "1" "GO:0001875" "lipopolysaccharide immune receptor activity" "molecular_function" "Combining with a lipopolysaccharide and transmitting the signal across the cell membrane to initiate an innate immune response. Lipopolysaccharides (LPS) are major components of the outer membrane of Gram-negative bacteria, making them prime targets for recognition by the immune system." "GOTerm"
"GO:0001878" "MATCH" "1" "GO:0001878" "response to yeast" "biological_process" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a yeast species." "GOTerm"
"GO:0001840" "MATCH" "1" "GO:0001840" "neural plate development" "biological_process" "The process whose specific outcome is the progression of the neural plate over time, from its formation to the mature structure. The neural plate is a flat, thickened layer of ectodermal cells. The underlying dorsal mesoderm signals the ectodermal cells above it to elongate into columnar neural plate cells. The neural plate subsequently develops into the neural tube, which gives rise to the central nervous system." "GOTerm"
"GO:0001841" "MATCH" "1" "GO:0001841" "neural tube formation" "biological_process" "The formation of a tube from the flat layer of ectodermal cells known as the neural plate. This will give rise to the central nervous system." "GOTerm"
"GO:0001842" "MATCH" "1" "GO:0001842" "neural fold formation" "biological_process" "The process in which the neural fold is formed. The edges of the neural plate thicken and move up to form a U-shaped structure called the neural groove." "GOTerm"
"GO:0001843" "MATCH" "1" "GO:0001843" "neural tube closure" "biological_process" "The last step in the formation of the neural tube, where the paired neural folds are brought together and fuse at the dorsal midline." "GOTerm"
"GO:0001845" "MATCH" "1" "GO:0001845" "phagolysosome assembly" "biological_process" "The process that results in the fusion of a phagosome, a vesicle formed by phagocytosis, with a lysosome." "GOTerm"
"GO:0001849" "MATCH" "1" "GO:0001849" "complement component C1q complex binding" "molecular_function" "Interacting selectively and non-covalently with the C1q complex, a component of the classical complement cascade." "GOTerm"
"GO:0012506" "MATCH" "1" "GO:0012506" "vesicle membrane" "cellular_component" "The lipid bilayer surrounding any membrane-bounded vesicle in the cell." "GOTerm"
"GO:0012507" "MATCH" "1" "GO:0012507" "ER to Golgi transport vesicle membrane" "cellular_component" "The lipid bilayer surrounding a vesicle transporting substances from the endoplasmic reticulum to the Golgi." "GOTerm"
"GO:0012505" "MATCH" "1" "GO:0012505" "endomembrane system" "cellular_component" "A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles." "GOSlimTerm"
"GO:0012501" "MATCH" "1" "GO:0012501" "programmed cell death" "biological_process" "A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell." "GOTerm"
"GO:0050839" "MATCH" "1" "GO:0050839" "cell adhesion molecule binding" "molecular_function" "Interacting selectively and non-covalently with a cell adhesion molecule." "GOTerm"
"GO:0048514" "MATCH" "1" "GO:0048514" "blood vessel morphogenesis" "biological_process" "The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood." "GOTerm"
"GO:0048513" "MATCH" "1" "GO:0048513" "animal organ development" "biological_process" "Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions." "GOTerm"
"GO:0000578" "MATCH" "1" "GO:0000578" "embryonic axis specification" "biological_process" "The establishment, maintenance and elaboration of a pattern along a line or a point in an embryo." "GOTerm"
"GO:0048512" "MATCH" "1" "GO:0048512" "circadian behavior" "biological_process" "The specific behavior of an organism that recurs with a regularity of approximately 24 hours." "GOTerm"
"GO:1990923" "MATCH" "1" "GO:1990923" "PET complex" "cellular_component" "A protein complex that is composed of at least EXD1, TDRD12 and some PIWI protein. The complex is required for MILI slicing-triggered biogenesis and loading of MIWI2 piRNAs" "GOTerm"
"GO:0050832" "MATCH" "1" "GO:0050832" "defense response to fungus" "biological_process" "Reactions triggered in response to the presence of a fungus that act to protect the cell or organism." "GOTerm"
"GO:1990926" "MATCH" "1" "GO:1990926" "short-term synaptic potentiation" "biological_process" "The process by which synaptic transmission, induced by the arrival of a spike (action potential) at a synapse, acts to increase the amount of neurotransmitter released in response to the arrival of subsequent spikes.  This effect is seen when a train of closely space spikes arrives at a synapse with a low initial release probability.  It occurs in a timeframe of tens to hundreds of milliseconds." "GOTerm"
"GO:0050833" "MATCH" "1" "GO:0050833" "pyruvate transmembrane transporter activity" "molecular_function" "Enables the transfer of pyruvate, 2-oxopropanoate, from one side of a membrane to the other." "GOTerm"
"GO:1990927" "MATCH" "1" "GO:1990927" "calcium ion regulated lysosome exocytosis" "biological_process" "The process of secretion by a cell that results in the release of intracellular molecules contained within a lysosome by fusion of the vesicle with the plasma membrane of a cell, induced by a rise in cytosolic calcium-ion levels." "GOTerm"
"GO:0050830" "MATCH" "1" "GO:0050830" "defense response to Gram-positive bacterium" "biological_process" "Reactions triggered in response to the presence of a Gram-positive bacterium that act to protect the cell or organism." "GOTerm"
"GO:1990928" "MATCH" "1" "GO:1990928" "response to amino acid starvation" "biological_process" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of amino acids." "GOTerm"
"GO:0036525" "MATCH" "1" "GO:0036525" "protein deglycation" "biological_process" "The removal of a sugar or dicarbonyl from a glycated protein." "GOTerm"
"GO:1990929" "MATCH" "1" "GO:1990929" "sulfoquinovosidase activity" "molecular_function" "Catalyzes the hydrolysis of terminal non-reducing alpha-sulfoquinovoside residues in alpha-sulfoquinovosyl diacylglycerides and alpha-sulfoquinovosyl glycerol, generating alpha-sulfoquinovose." "GOTerm"
"GO:0036520" "MATCH" "1" "GO:0036520" "astrocyte-dopaminergic neuron signaling" "biological_process" "Cell-cell signaling that mediates the transfer of information from an astrocyte to a dopaminergic neuron." "GOTerm"
"GO:0050849" "MATCH" "1" "GO:0050849" "negative regulation of calcium-mediated signaling" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of calcium-mediated signaling." "GOTerm"
"GO:0048524" "MATCH" "1" "GO:0048524" "positive regulation of viral process" "biological_process" "Any process that activates or increases the frequency, rate or extent of a multi-organism process in which a virus is a participant." "GOTerm"
"GO:0048528" "MATCH" "1" "GO:0048528" "post-embryonic root development" "biological_process" "The process whose specific outcome is the progression of the post-embryonic root over time, from its formation to the mature structure." "GOTerm"
"GO:0048527" "MATCH" "1" "GO:0048527" "lateral root development" "biological_process" "The process whose specific outcome is the progression of the lateral root over time, from its formation to the mature structure. A lateral root is one formed from pericycle cells located on the xylem radius of the root, as opposed to the initiation of the main root from the embryo proper." "GOTerm"
"GO:0050840" "MATCH" "1" "GO:0050840" "extracellular matrix binding" "molecular_function" "Interacting selectively and non-covalently with a component of the extracellular matrix." "GOTerm"
"GO:0048531" "MATCH" "1" "GO:0048531" "beta-1,3-galactosyltransferase activity" "molecular_function" "Catalysis of the transfer of a galactose residue from a donor molecule to an oligosaccharide, forming a beta-1,3-linkage." "GOTerm"
"GO:1990931" "MATCH" "1" "GO:1990931" "RNA N6-methyladenosine dioxygenase activity" "molecular_function" "Catalysis of the oxidative demethylation of N6-methyladenosine RNA, with concomitant decarboxylation of 2-oxoglutarate and releases oxidized methyl group on N6-methyladenosine as formaldehyde." "GOTerm"
"GO:0036515" "MATCH" "1" "GO:0036515" "serotonergic neuron axon guidance" "biological_process" "The chemotaxis process that directs the migration of an axon growth cone of a serotonergic neuron to a specific target site in response to a combination of attractive and repulsive cues." "GOTerm"
"GO:0050847" "MATCH" "1" "GO:0050847" "progesterone receptor signaling pathway" "biological_process" "Any series of molecular signals generated as a consequence of a progesterone binding to its receptor." "GOTerm"
"GO:0050848" "MATCH" "1" "GO:0050848" "regulation of calcium-mediated signaling" "biological_process" "Any process that modulates the frequency, rate or extent of calcium-mediated signaling, the process in which a cell uses calcium ions to convert an extracellular signal into a response." "GOTerm"
"GO:0036517" "MATCH" "1" "GO:0036517" "chemoattraction of serotonergic neuron axon" "biological_process" "The process in which a serotonergic neuron growth cone is directed to a specific target site in response to an attractive chemical signal." "GOTerm"
"GO:1990935" "MATCH" "1" "GO:1990935" "splicing factor binding" "molecular_function" "Interacting selectively and non-covalently with any protein involved in the process of removing sections of the primary RNA transcript to form the mature form of the RNA." "GOTerm"
"GO:0036518" "MATCH" "1" "GO:0036518" "chemorepulsion of dopaminergic neuron axon" "biological_process" "The process in which a dopaminergic neuron growth cone is directed to a specific target site in response to a repulsive chemical cue." "GOTerm"
"GO:0036511" "MATCH" "1" "GO:0036511" "trimming of first mannose on A branch" "biological_process" "The removal of the first alpha-1,2-linked mannose from the A-chain of a glycoprotein oligosaccharide in the endoplasmic reticulum." "GOTerm"
"GO:1990937" "MATCH" "1" "GO:1990937" "xylan acetylation" "biological_process" "The addition of one or more acetyl groups to a xylan molecule." "GOTerm"
"GO:0036512" "MATCH" "1" "GO:0036512" "trimming of second mannose on A branch" "biological_process" "The removal of the second alpha-1,2-linked mannose from the A-chain of a glycoprotein oligosaccharide in the endoplasmic reticulum." "GOTerm"
"GO:0036513" "MATCH" "1" "GO:0036513" "Derlin-1 retrotranslocation complex" "cellular_component" "A protein complex that functions in the retrotranslocation step of ERAD (ER-associated protein degradation), and includes at its core Derlin-1 oligomers forming a retrotranslocation channel." "GOTerm"
"GO:0036514" "MATCH" "1" "GO:0036514" "dopaminergic neuron axon guidance" "biological_process" "The chemotaxis process that directs the migration of an axon growth cone of a dopaminergic neuron to a specific target site in response to a combination of attractive and repulsive cues." "GOTerm"
"GO:0036510" "MATCH" "1" "GO:0036510" "trimming of terminal mannose on C branch" "biological_process" "The removal of an alpha-1,2-linked mannose from the C-chain of a glycoprotein oligosaccharide in the endoplasmic reticulum." "GOTerm"
"GO:0061515" "MATCH" "1" "GO:0061515" "myeloid cell development" "biological_process" "The process whose specific outcome is the progression of a myeloid cell over time, from its formation to the mature structure." "GOTerm"
"GO:0048536" "MATCH" "1" "GO:0048536" "spleen development" "biological_process" "The process whose specific outcome is the progression of the spleen over time, from its formation to the mature structure. The spleen is a large vascular lymphatic organ composed of white and red pulp, involved both in hemopoietic and immune system functions." "GOTerm"
"GO:0048535" "MATCH" "1" "GO:0048535" "lymph node development" "biological_process" "The process whose specific outcome is the progression of lymph nodes over time, from their formation to the mature structure. A lymph node is a round, oval, or bean shaped structure localized in clusters along the lymphatic vessels, with a distinct internal structure including specialized vasculature and B- and T-zones for the activation of lymphocytes." "GOTerm"
"GO:0001890" "MATCH" "1" "GO:0001890" "placenta development" "biological_process" "The process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin." "GOTerm"
"GO:0061511" "MATCH" "1" "GO:0061511" "centriole elongation" "biological_process" "The centrosome organization process by which a centriole increases in length as part of the process of replication." "GOTerm"
"GO:0001891" "MATCH" "1" "GO:0001891" "phagocytic cup" "cellular_component" "An invagination of the cell membrane formed by an actin dependent process during phagocytosis. Following internalization it is converted into a phagosome." "GOTerm"
"GO:0061512" "MATCH" "1" "GO:0061512" "protein localization to cilium" "biological_process" "A process in which a protein is transported to, or maintained in, a location within a cilium." "GOTerm"
"GO:0001892" "MATCH" "1" "GO:0001892" "embryonic placenta development" "biological_process" "The embryonically driven process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin." "GOTerm"
"GO:0048539" "MATCH" "1" "GO:0048539" "bone marrow development" "biological_process" "The process whose specific outcome is the progression of the bone marrow over time, from its formation to the mature structure." "GOTerm"
"GO:0061513" "MATCH" "1" "GO:0061513" "glucose 6-phosphate:inorganic phosphate antiporter activity" "molecular_function" "Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: glucose 6-phosphate(out) + inorganic phosphate(in) = glucose 6-phosphate(in) + inorganic phosphate(out)." "GOTerm"
"GO:0001893" "MATCH" "1" "GO:0001893" "maternal placenta development" "biological_process" "Maternally driven process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin." "GOTerm"
"GO:0048538" "MATCH" "1" "GO:0048538" "thymus development" "biological_process" "The process whose specific outcome is the progression of the thymus over time, from its formation to the mature structure. The thymus is a symmetric bi-lobed organ involved primarily in the differentiation of immature to mature T cells, with unique vascular, nervous, epithelial, and lymphoid cell components." "GOTerm"
"GO:0001883" "MATCH" "1" "GO:0001883" "purine nucleoside binding" "molecular_function" "Interacting selectively and non-covalently with a purine nucleoside, a compound consisting of a purine base linked either to ribose or deoxyribose." "GOTerm"
"GO:0050850" "MATCH" "1" "GO:0050850" "positive regulation of calcium-mediated signaling" "biological_process" "Any process that activates or increases the frequency, rate or extent of calcium-mediated signaling." "GOTerm"
"GO:0050851" "MATCH" "1" "GO:0050851" "antigen receptor-mediated signaling pathway" "biological_process" "A series of molecular signals initiated by the cross-linking of an antigen receptor on a B or T cell." "GOTerm"
"GO:0001885" "MATCH" "1" "GO:0001885" "endothelial cell development" "biological_process" "The progression of an endothelial cell over time, from its formation to the mature structure." "GOTerm"
"GO:0001886" "MATCH" "1" "GO:0001886" "endothelial cell morphogenesis" "biological_process" "The change in form (cell shape and size) that occurs during the differentiation of an endothelial cell." "GOTerm"
"GO:0001887" "MATCH" "1" "GO:0001887" "selenium compound metabolic process" "biological_process" "The chemical reactions and pathways involving compounds that contain selenium, such as selenocysteine." "GOTerm"
"GO:0036508" "MATCH" "1" "GO:0036508" "protein alpha-1,2-demannosylation" "biological_process" "The removal of one or more alpha 1,2-linked mannose residues from a mannosylated protein." "GOTerm"
"GO:0061519" "MATCH" "1" "GO:0061519" "macrophage homeostasis" "biological_process" "The process of regulating the proliferation and elimination of macrophage cells such that the total number of myeloid cells within a whole or part of an organism is stable over time in the absence of an outside stimulus." "GOTerm"
"GO:0001888" "MATCH" "1" "GO:0001888" "glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity" "molecular_function" "Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + beta-D-glucuronosyl-(1->3)-beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl-proteoglycan = UDP + alpha-N-acetyl-D-glucosaminyl-(1->4)-beta-D-glucuronosyl-(1->3)-beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-xylosyl-proteoglycan." "GOTerm"
"GO:0036509" "MATCH" "1" "GO:0036509" "trimming of terminal mannose on B branch" "biological_process" "The removal of an alpha-1,2-linked mannose from the B-chain of a glycoprotein oligosaccharide in the endoplasmic reticulum." "GOTerm"
"GO:0001889" "MATCH" "1" "GO:0001889" "liver development" "biological_process" "The process whose specific outcome is the progression of the liver over time, from its formation to the mature structure. The liver is an exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes." "GOTerm"
"GO:0048542" "MATCH" "1" "GO:0048542" "lymph gland development" "biological_process" "The process whose specific outcome is the progression of the lymph gland over time, from its formation to the mature structure. The lymph gland is one of the sites of hemocyte differentiation. It consists of three to six bilaterally paired lobes that are attached to the cardioblasts during larval stages, and it degenerates during pupal stages." "GOTerm"
"GO:0048541" "MATCH" "1" "GO:0048541" "Peyer's patch development" "biological_process" "The process whose specific outcome is the progression of Peyer's patches over time, from their formation to the mature structure. Peyer's patches are typically found as nodules associated with gut epithelium with distinct internal structures including B- and T-zones for the activation of lymphocytes." "GOTerm"
"GO:0050859" "MATCH" "1" "GO:0050859" "negative regulation of B cell receptor signaling pathway" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B cell." "GOTerm"
"GO:0050856" "MATCH" "1" "GO:0050856" "regulation of T cell receptor signaling pathway" "biological_process" "Any process that modulates the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a T cell." "GOTerm"
"GO:0050857" "MATCH" "1" "GO:0050857" "positive regulation of antigen receptor-mediated signaling pathway" "biological_process" "Any process that activates or increases the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B- or T cell." "GOTerm"
"GO:0036500" "MATCH" "1" "GO:0036500" "ATF6-mediated unfolded protein response" "biological_process" "A series of molecular signals mediated by the endoplasmic reticulum membrane stress sensor ATF6 (activating transcription factor 6). Begins with activation of ATF6 in response to endoplasmic reticulum (ER) stress, and ends with regulation of a downstream cellular process, e.g. transcription. Under conditions of endoplasmic reticulum stress, ATF6 translocates to the Golgi where it is processed by proteases to release a cytoplasmic domain (ATF6f), which operates as a transcriptional activator of many genes required to restore folding capacity." "GOTerm"
"GO:1990948" "MATCH" "1" "GO:1990948" "ubiquitin ligase inhibitor activity" "molecular_function" "Stops, prevents or reduces the activity of a ubiquitin ligase." "GOTerm"
"GO:0036501" "MATCH" "1" "GO:0036501" "UFD1-NPL4 complex" "cellular_component" "A dimeric protein complex that contains the co-factors for the ATPase VCP/p97 (Cdc48p in budding yeast). In mammals, this complex consists of UFD1L (UFD1) and NPLOC4 (NPL4). In budding yeast, the complex is a dimer of Ufd1p and Npl4p." "GOTerm"
"GO:0050855" "MATCH" "1" "GO:0050855" "regulation of B cell receptor signaling pathway" "biological_process" "Any process that modulates the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B cell." "GOTerm"
"GO:0050852" "MATCH" "1" "GO:0050852" "T cell receptor signaling pathway" "biological_process" "A series of molecular signals initiated by the cross-linking of an antigen receptor on a T cell." "GOTerm"
"GO:0036502" "MATCH" "1" "GO:0036502" "Derlin-1-VIMP complex" "cellular_component" "A protein complex containing, in mammals, Derlin-1 and VCP-interacting membrane protein (VIMP). The complex links the p97/VCP-containing ATPase complex with Derlin-1 during translocation of protein substrates from the endoplasmic reticulum to the cytosol for degradation by the cytosolic proteasome." "GOTerm"
"GO:0036503" "MATCH" "1" "GO:0036503" "ERAD pathway" "biological_process" "The protein catabolic pathway which targets endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. It begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein modifications necessary for correct substrate transfer (e.g. ubiquitination), transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome." "GOTerm"
"GO:0050853" "MATCH" "1" "GO:0050853" "B cell receptor signaling pathway" "biological_process" "A series of molecular signals initiated by the cross-linking of an antigen receptor on a B cell." "GOTerm"
"GO:0048546" "MATCH" "1" "GO:0048546" "digestive tract morphogenesis" "biological_process" "The process in which the anatomical structures of the digestive tract are generated and organized. The digestive tract is the anatomical structure through which food passes and is processed." "GOTerm"
"GO:0048545" "MATCH" "1" "GO:0048545" "response to steroid hormone" "biological_process" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus." "GOTerm"
"GO:0061507" "MATCH" "1" "GO:0061507" "cyclic-GMP-AMP binding" "molecular_function" "Interacting selectively and non-covalently with cyclic-GMP-AMP (cGAMP) cyclic nucleotide." "GOTerm"
"GO:1903715" "MATCH" "1" "GO:1903715" "regulation of aerobic respiration" "biological_process" "Any process that modulates the frequency, rate or extent of aerobic respiration." "GOTerm"
"GO:0061501" "MATCH" "1" "GO:0061501" "cyclic-GMP-AMP synthase activity" "molecular_function" "Catalysis of the reaction: ATP + GTP = 2 diphosphate + cyclic GMP-AMP." "GOTerm"
"GO:0061502" "MATCH" "1" "GO:0061502" "early endosome to recycling endosome transport" "biological_process" "The directed movement of substances, in membrane-bounded vesicles, from the early sorting endosomes to the recycling endosomes." "GOTerm"
"GO:0048549" "MATCH" "1" "GO:0048549" "positive regulation of pinocytosis" "biological_process" "Any process that activates, maintains or increases the rate of pinocytosis. Pinocytosis is the process in which cells take in liquid material from their external environment; literally 'cell drinking'. Liquid is enclosed in vesicles, formed by invagination of the plasma membrane. These vesicles then move into the cell and pass their contents to endosomes." "GOTerm"
"GO:0001894" "MATCH" "1" "GO:0001894" "tissue homeostasis" "biological_process" "A homeostatic process involved in the maintenance of an internal steady state within a defined tissue of an organism, including control of cellular proliferation and death and control of metabolic function." "GOTerm"
"GO:0047220" "MATCH" "1" "GO:0047220" "galactosylxylosylprotein 3-beta-galactosyltransferase activity" "molecular_function" "Catalysis of the reaction: 4-beta-D-galactosyl-O-beta-D-xylosylprotein + UDP-galactose = 3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein + UDP." "GOTerm"
"GO:0050861" "MATCH" "1" "GO:0050861" "positive regulation of B cell receptor signaling pathway" "biological_process" "Any process that activates or increases the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B cell." "GOTerm"
"GO:0001895" "MATCH" "1" "GO:0001895" "retina homeostasis" "biological_process" "A tissue homeostatic process involved in the maintenance of an internal equilibrium within the retina of the eye, including control of cellular proliferation and death and control of metabolic function." "GOTerm"
"GO:0048550" "MATCH" "1" "GO:0048550" "negative regulation of pinocytosis" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of pinocytosis. Pinocytosis is the process in which cells take in liquid material from their external environment; literally 'cell drinking'. Liquid is enclosed in vesicles, formed by invagination of the plasma membrane. These vesicles then move into the cell and pass their contents to endosomes." "GOTerm"
"GO:0050862" "MATCH" "1" "GO:0050862" "positive regulation of T cell receptor signaling pathway" "biological_process" "Any process that activates or increases the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a T cell." "GOTerm"
"GO:1903709" "MATCH" "1" "GO:1903709" "uterine gland development" "biological_process" "The process whose specific outcome is the progression of an uterine gland over time, from its formation to the mature structure." "GOTerm"
"GO:1903707" "MATCH" "1" "GO:1903707" "negative regulation of hemopoiesis" "biological_process" "Any process that stops, prevents or reduces the frequency, rate or extent of hemopoiesis." "GOTerm"
"GO:0050860" "MATCH" "1" "GO:0050860" "negative regulation of T cell receptor signaling pathway" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a T cell." "GOTerm"
"GO:0047224" "MATCH" "1" "GO:0047224" "acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity" "molecular_function" "Catalysis of the reaction: N-acetyl-D-galactosalaminyl-R + UDP-N-acetyl-D-glucosamine = N-acetyl-beta-D-glucosaminyl-1,3-N-acetyl-D-galactosaminyl-R + UDP." "GOTerm"
"GO:0061508" "MATCH" "1" "GO:0061508" "CDP phosphorylation" "biological_process" "The process of introducing a phosphate group into CDP to produce a CTP." "GOTerm"
"GO:0047223" "MATCH" "1" "GO:0047223" "beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity" "molecular_function" "Catalysis of the reaction: beta-D-galactosyl-1,3-(N-acetyl-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R + UDP-N-acetyl-D-glucosamine = N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R + UDP." "GOTerm"
"GO:0050869" "MATCH" "1" "GO:0050869" "negative regulation of B cell activation" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of B cell activation." "GOTerm"
"GO:1990955" "MATCH" "1" "GO:1990955" "G-rich single-stranded DNA binding" "molecular_function" "Interacting selectively and non-covalently with G-rich, single-stranded DNA." "GOTerm"
"GO:0050867" "MATCH" "1" "GO:0050867" "positive regulation of cell activation" "biological_process" "Any process that activates or increases the frequency, rate or extent of activation." "GOTerm"
"GO:0050868" "MATCH" "1" "GO:0050868" "negative regulation of T cell activation" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of T cell activation." "GOTerm"
"GO:0050865" "MATCH" "1" "GO:0050865" "regulation of cell activation" "biological_process" "Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand." "GOTerm"
"GO:0050863" "MATCH" "1" "GO:0050863" "regulation of T cell activation" "biological_process" "Any process that modulates the frequency, rate or extent of T cell activation." "GOTerm"
"GO:0035242" "MATCH" "1" "GO:0035242" "protein-arginine omega-N asymmetric methyltransferase activity" "molecular_function" "Catalysis of the addition of a second methyl group to methylated peptidyl-arginine. Methylation is on the same terminal nitrogen (omega nitrogen) residue that was previously methylated, resulting in asymmetrical peptidyl-N(omega),N(omega)-dimethylated arginine residues." "GOTerm"
"GO:0035243" "MATCH" "1" "GO:0035243" "protein-arginine omega-N symmetric methyltransferase activity" "molecular_function" "Catalysis of the addition of a second methyl group to methylated peptidyl-arginine. Methylation is on the terminal nitrogen (omega nitrogen) residue that is not already methylated, resulting in symmetrical peptidyl-N(omega),N'(omega)-dimethyled arginine residues." "GOTerm"
"GO:0035240" "MATCH" "1" "GO:0035240" "dopamine binding" "molecular_function" "Interacting selectively and non-covalently with dopamine, a catecholamine neurotransmitter formed by aromatic-L-amino-acid decarboxylase from 3,4-dihydroxy-L-phenylalanine." "GOTerm"
"GO:0035241" "MATCH" "1" "GO:0035241" "protein-arginine omega-N monomethyltransferase activity" "molecular_function" "Catalysis of the addition of a methyl group to either of the unmethylated terminal nitrogen atoms (also called omega nitrogen) in peptidyl-arginine to form an omega-N-G-monomethylated arginine residue.  The reaction is S-adenosyl-L-methionine + [protein]-L-arginine = S-adenosyl-L-homocysteine + [protein]-Nomega-methyl-L-arginine." "GOTerm"
"GO:1990961" "MATCH" "1" "GO:1990961" "xenobiotic detoxification by transmembrane export across the plasma membrane" "biological_process" "A process that reduces or removes the toxicity of a xenobiotic by exporting it outside the cell." "GOTerm"
"GO:1990962" "MATCH" "1" "GO:1990962" "xenobiotic transport across blood-brain barrier" "biological_process" "The directed movement of a xenobiotic through the blood-brain barrier." "GOTerm"
"GO:0035239" "MATCH" "1" "GO:0035239" "tube morphogenesis" "biological_process" "The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system." "GOTerm"
"GO:1990966" "MATCH" "1" "GO:1990966" "ATP generation from poly-ADP-D-ribose" "biological_process" "The process of generating ATP in the nucleus from poly-ADP-D-ribose. Nuclear ATP generation is required for extensive chromatin remodeling events that are energy-consuming." "GOTerm"
"GO:0035235" "MATCH" "1" "GO:0035235" "ionotropic glutamate receptor signaling pathway" "biological_process" "A series of molecular signals initiated by glutamate binding to a glutamate receptor on the surface of the target cell, followed by the movement of ions through a channel in the receptor complex. Ends with regulation of a downstream cellular process, e.g. transcription." "GOTerm"
"GO:0035238" "MATCH" "1" "GO:0035238" "vitamin A biosynthetic process" "biological_process" "The chemical reactions and pathways resulting in the formation of any of the vitamin A compounds, retinol, retinal (retinaldehyde) and retinoic acid. Animals cannot synthesize vitamin A de novo, but form it through oxidative cleavage of carotenoids." "GOTerm"
