"Sample.ID"	"scaffold"	"position"	"meth"	"unmeth"	"gene"	"treatment1"	"treatment2"	"per.meth"
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	10225628	33	14	"PGEN_00000265"	"Ambient"	"Low"	70.2127659574468
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	10226502	8	28	"PGEN_00000265"	"Ambient"	"Low"	22.2222222222222
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	10226563	11	22	"PGEN_00000265"	"Ambient"	"Low"	33.3333333333333
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	10226583	20	5	"PGEN_00000265"	"Ambient"	"Low"	80
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	10226611	14	15	"PGEN_00000265"	"Ambient"	"Low"	48.2758620689655
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	10226622	51	3	"PGEN_00000265"	"Ambient"	"Low"	94.4444444444444
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	10226628	23	8	"PGEN_00000265"	"Ambient"	"Low"	74.1935483870968
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	10226643	31	2	"PGEN_00000265"	"Ambient"	"Low"	93.9393939393939
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	10226648	34	1	"PGEN_00000265"	"Ambient"	"Low"	97.1428571428571
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	10226776	36	7	"PGEN_00000265"	"Ambient"	"Low"	83.7209302325581
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	17777849	1	20	"PGEN_00000451"	"Ambient"	"Low"	4.76190476190476
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	1885842	7	23	"PGEN_00000039"	"Ambient"	"Low"	23.3333333333333
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	1912281	27	17	"PGEN_00000039"	"Ambient"	"Low"	61.3636363636364
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	1912338	32	21	"PGEN_00000039"	"Ambient"	"Low"	60.377358490566
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	1912397	16	31	"PGEN_00000039"	"Ambient"	"Low"	34.0425531914894
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	19937931	15	17	"PGEN_00000498"	"Ambient"	"Low"	46.875
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	19938014	1	35	"PGEN_00000498"	"Ambient"	"Low"	2.77777777777778
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	19938017	25	11	"PGEN_00000498"	"Ambient"	"Low"	69.4444444444444
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	19938633	30	26	"PGEN_00000498"	"Ambient"	"Low"	53.5714285714286
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	20167334	12	11	"PGEN_00000505"	"Ambient"	"Low"	52.1739130434783
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	20594967	2	46	"PGEN_00000515"	"Ambient"	"Low"	4.16666666666667
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	20594976	2	49	"PGEN_00000515"	"Ambient"	"Low"	3.92156862745098
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	20831956	0	43	"PGEN_00000520"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	20831965	0	32	"PGEN_00000520"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	20868327	0	31	"PGEN_00000521"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	20868333	0	26	"PGEN_00000521"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	20868337	0	25	"PGEN_00000521"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	22718597	28	30	"PGEN_00000568"	"Ambient"	"Low"	48.2758620689655
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	23419182	1	94	"PGEN_00000578"	"Ambient"	"Low"	1.05263157894737
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	23419251	1	134	"PGEN_00000578"	"Ambient"	"Low"	0.740740740740741
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	2397318	25	2	"PGEN_00000055"	"Ambient"	"Low"	92.5925925925926
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	2397326	23	4	"PGEN_00000055"	"Ambient"	"Low"	85.1851851851852
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	2397341	25	2	"PGEN_00000055"	"Ambient"	"Low"	92.5925925925926
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	2397354	25	2	"PGEN_00000055"	"Ambient"	"Low"	92.5925925925926
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	2397393	25	1	"PGEN_00000055"	"Ambient"	"Low"	96.1538461538462
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24499846	7	12	"PGEN_00000594"	"Ambient"	"Low"	36.8421052631579
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24627135	0	23	"PGEN_00000598"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24628253	0	55	"PGEN_00000598"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24628326	0	52	"PGEN_00000598"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24628590	0	29	"PGEN_00000598"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24628634	0	30	"PGEN_00000598"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24628766	2	41	"PGEN_00000598"	"Ambient"	"Low"	4.65116279069767
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24994983	45	70	"PGEN_00000616"	"Ambient"	"Low"	39.1304347826087
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24995028	0	131	"PGEN_00000616"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24995067	11	25	"PGEN_00000616"	"Ambient"	"Low"	30.5555555555556
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24995147	8	19	"PGEN_00000616"	"Ambient"	"Low"	29.6296296296296
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24995174	1	30	"PGEN_00000616"	"Ambient"	"Low"	3.2258064516129
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24995415	15	37	"PGEN_00000616"	"Ambient"	"Low"	28.8461538461538
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24995499	9	29	"PGEN_00000616"	"Ambient"	"Low"	23.6842105263158
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24995583	7	25	"PGEN_00000616"	"Ambient"	"Low"	21.875
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	24995751	6	17	"PGEN_00000616"	"Ambient"	"Low"	26.0869565217391
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	25317430	26	4	"PGEN_00000622"	"Ambient"	"Low"	86.6666666666667
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	25317438	9	25	"PGEN_00000622"	"Ambient"	"Low"	26.4705882352941
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	25317505	16	23	"PGEN_00000622"	"Ambient"	"Low"	41.025641025641
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	25317639	18	28	"PGEN_00000622"	"Ambient"	"Low"	39.1304347826087
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	25317773	24	21	"PGEN_00000622"	"Ambient"	"Low"	53.3333333333333
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	26620661	3	14	"PGEN_00000653"	"Ambient"	"Low"	17.6470588235294
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	26775074	11	6	"PGEN_00000656"	"Ambient"	"Low"	64.7058823529412
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	26775378	25	39	"PGEN_00000656"	"Ambient"	"Low"	39.0625
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	28330698	22	18	"PGEN_00000682"	"Ambient"	"Low"	55
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	28331859	21	28	"PGEN_00000682"	"Ambient"	"Low"	42.8571428571429
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	28332048	16	13	"PGEN_00000682"	"Ambient"	"Low"	55.1724137931034
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	28332093	11	10	"PGEN_00000682"	"Ambient"	"Low"	52.3809523809524
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	28332099	9	12	"PGEN_00000682"	"Ambient"	"Low"	42.8571428571429
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	28332360	12	18	"PGEN_00000682"	"Ambient"	"Low"	40
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	28332505	38	68	"PGEN_00000682"	"Ambient"	"Low"	35.8490566037736
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	29820482	0	43	"PGEN_00000712"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	29820547	0	56	"PGEN_00000712"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	29820612	0	19	"PGEN_00000712"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	30227823	1	37	"PGEN_00000727"	"Ambient"	"Low"	2.63157894736842
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	30227827	4	33	"PGEN_00000727"	"Ambient"	"Low"	10.8108108108108
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	30227991	0	39	"PGEN_00000727"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	30228353	0	64	"PGEN_00000727"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	30228366	1	50	"PGEN_00000727"	"Ambient"	"Low"	1.96078431372549
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	30228384	0	45	"PGEN_00000727"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	31551202	3	59	"PGEN_00000766"	"Ambient"	"Low"	4.83870967741935
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	4064987	2	199	"PGEN_00000099"	"Ambient"	"Low"	0.995024875621891
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	4065086	0	52	"PGEN_00000099"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	4233891	0	47	"PGEN_00000102"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	4233913	0	54	"PGEN_00000102"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	4233940	0	53	"PGEN_00000102"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	4767343	7	31	"PGEN_00000113"	"Ambient"	"Low"	18.4210526315789
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	4820627	0	26	"PGEN_00000114"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	4822878	50	30	"PGEN_00000114"	"Ambient"	"Low"	62.5
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	4822883	65	17	"PGEN_00000114"	"Ambient"	"Low"	79.2682926829268
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	4822891	53	32	"PGEN_00000114"	"Ambient"	"Low"	62.3529411764706
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	4822925	24	29	"PGEN_00000114"	"Ambient"	"Low"	45.2830188679245
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	4822946	37	14	"PGEN_00000114"	"Ambient"	"Low"	72.5490196078431
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	4822959	23	25	"PGEN_00000114"	"Ambient"	"Low"	47.9166666666667
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	4822980	30	9	"PGEN_00000114"	"Ambient"	"Low"	76.9230769230769
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	6184638	2	56	"PGEN_00000148"	"Ambient"	"Low"	3.44827586206897
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	6184655	1	77	"PGEN_00000148"	"Ambient"	"Low"	1.28205128205128
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	6184675	3	81	"PGEN_00000148"	"Ambient"	"Low"	3.57142857142857
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	6184695	0	83	"PGEN_00000148"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	6184715	1	68	"PGEN_00000148"	"Ambient"	"Low"	1.44927536231884
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	6184735	0	49	"PGEN_00000148"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	6184755	4	41	"PGEN_00000148"	"Ambient"	"Low"	8.88888888888889
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	6184775	0	73	"PGEN_00000148"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	8390572	0	33	"PGEN_00000211"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	8390575	0	34	"PGEN_00000211"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	8390608	1	28	"PGEN_00000211"	"Ambient"	"Low"	3.44827586206897
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	8671040	0	32	"PGEN_00000216"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	8671108	8	28	"PGEN_00000216"	"Ambient"	"Low"	22.2222222222222
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	9223199	36	0	"PGEN_00000233"	"Ambient"	"Low"	100
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	9223203	35	1	"PGEN_00000233"	"Ambient"	"Low"	97.2222222222222
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	9223213	30	5	"PGEN_00000233"	"Ambient"	"Low"	85.7142857142857
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	9223221	33	3	"PGEN_00000233"	"Ambient"	"Low"	91.6666666666667
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	9223245	36	0	"PGEN_00000233"	"Ambient"	"Low"	100
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	9223249	34	2	"PGEN_00000233"	"Ambient"	"Low"	94.4444444444444
"EPI_206"	"PGA_scaffold17__51_contigs__length_34923512"	9223268	37	0	"PGEN_00000233"	"Ambient"	"Low"	100
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11397584	2	58	"PGEN_00001233"	"Ambient"	"Low"	3.33333333333333
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11397595	1	80	"PGEN_00001233"	"Ambient"	"Low"	1.23456790123457
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11397611	0	104	"PGEN_00001233"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11397621	4	137	"PGEN_00001233"	"Ambient"	"Low"	2.83687943262411
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11397660	1	148	"PGEN_00001233"	"Ambient"	"Low"	0.671140939597315
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11397677	1	144	"PGEN_00001233"	"Ambient"	"Low"	0.689655172413793
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11397688	1	144	"PGEN_00001233"	"Ambient"	"Low"	0.689655172413793
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11398142	0	64	"PGEN_00001233"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11398153	1	58	"PGEN_00001233"	"Ambient"	"Low"	1.69491525423729
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11398404	0	320	"PGEN_00001233"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11398432	2	406	"PGEN_00001233"	"Ambient"	"Low"	0.490196078431373
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11398497	1	282	"PGEN_00001233"	"Ambient"	"Low"	0.353356890459364
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11398514	3	261	"PGEN_00001233"	"Ambient"	"Low"	1.13636363636364
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11398525	4	227	"PGEN_00001233"	"Ambient"	"Low"	1.73160173160173
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11398541	1	25	"PGEN_00001233"	"Ambient"	"Low"	3.84615384615385
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11398590	1	144	"PGEN_00001233"	"Ambient"	"Low"	0.689655172413793
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11398607	1	156	"PGEN_00001233"	"Ambient"	"Low"	0.636942675159236
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11398618	2	156	"PGEN_00001233"	"Ambient"	"Low"	1.26582278481013
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11398634	2	147	"PGEN_00001233"	"Ambient"	"Low"	1.34228187919463
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11398683	0	113	"PGEN_00001233"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11398700	1	100	"PGEN_00001233"	"Ambient"	"Low"	0.99009900990099
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11398727	3	57	"PGEN_00001233"	"Ambient"	"Low"	5
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11400361	0	27	"PGEN_00001233"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11400364	1	27	"PGEN_00001233"	"Ambient"	"Low"	3.57142857142857
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11400386	0	28	"PGEN_00001233"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11400392	0	28	"PGEN_00001233"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11412242	1	62	"PGEN_00001235"	"Ambient"	"Low"	1.58730158730159
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11412296	1	75	"PGEN_00001235"	"Ambient"	"Low"	1.31578947368421
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	11827805	0	26	"PGEN_00001246"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	13466903	20	17	"PGEN_00001291"	"Ambient"	"Low"	54.0540540540541
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	13594600	0	17	"PGEN_00001295"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	13594645	1	14	"PGEN_00001295"	"Ambient"	"Low"	6.66666666666667
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	13594825	0	23	"PGEN_00001295"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	13594858	0	25	"PGEN_00001295"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	13594870	0	24	"PGEN_00001295"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	15946304	36	7	"PGEN_00001361"	"Ambient"	"Low"	83.7209302325581
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	15946386	39	20	"PGEN_00001361"	"Ambient"	"Low"	66.1016949152542
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	16947759	12	45	"PGEN_00001386"	"Ambient"	"Low"	21.0526315789474
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	16953263	4	16	"PGEN_00001386"	"Ambient"	"Low"	20
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	17032790	1	22	"PGEN_00001391"	"Ambient"	"Low"	4.34782608695652
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	17032800	0	23	"PGEN_00001391"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	17032844	1	19	"PGEN_00001391"	"Ambient"	"Low"	5
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	17303010	23	6	"PGEN_00001398"	"Ambient"	"Low"	79.3103448275862
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	17407220	0	19	"PGEN_00001401"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	17407271	0	142	"PGEN_00001401"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	17407611	0	56	"PGEN_00001401"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	17407633	1	55	"PGEN_00001401"	"Ambient"	"Low"	1.78571428571429
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	17407662	0	52	"PGEN_00001401"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	17407735	1	20	"PGEN_00001401"	"Ambient"	"Low"	4.76190476190476
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	18080478	3	72	"PGEN_00001422"	"Ambient"	"Low"	4
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	18080520	1	100	"PGEN_00001422"	"Ambient"	"Low"	0.99009900990099
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	18080562	1	76	"PGEN_00001422"	"Ambient"	"Low"	1.2987012987013
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	18080688	1	67	"PGEN_00001422"	"Ambient"	"Low"	1.47058823529412
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	18434943	14	28	"PGEN_00001430"	"Ambient"	"Low"	33.3333333333333
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	19775906	0	134	"PGEN_00001470"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	19775960	3	115	"PGEN_00001470"	"Ambient"	"Low"	2.54237288135593
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	19775998	19	81	"PGEN_00001470"	"Ambient"	"Low"	19
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	19898232	0	21	"PGEN_00001480"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	19922096	0	43	"PGEN_00001480"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	19922134	0	18	"PGEN_00001480"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	19922186	0	19	"PGEN_00001480"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	19922225	1	20	"PGEN_00001480"	"Ambient"	"Low"	4.76190476190476
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	20351222	0	46	"PGEN_00001492"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	20351237	0	47	"PGEN_00001492"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	20351269	0	46	"PGEN_00001492"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	2230985	2	27	"PGEN_00000937"	"Ambient"	"Low"	6.89655172413793
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	2231256	0	23	"PGEN_00000937"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25609641	1	24	"PGEN_00001642"	"Ambient"	"Low"	4
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25694319	0	45	"PGEN_00001648"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25694364	0	64	"PGEN_00001648"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25743871	0	36	"PGEN_00001648"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25743888	11	25	"PGEN_00001648"	"Ambient"	"Low"	30.5555555555556
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25743916	0	32	"PGEN_00001648"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25743933	5	19	"PGEN_00001648"	"Ambient"	"Low"	20.8333333333333
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25744006	0	20	"PGEN_00001648"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25744051	1	54	"PGEN_00001648"	"Ambient"	"Low"	1.81818181818182
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25744068	6	42	"PGEN_00001648"	"Ambient"	"Low"	12.5
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25744096	0	81	"PGEN_00001648"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25744113	13	55	"PGEN_00001648"	"Ambient"	"Low"	19.1176470588235
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25744141	1	53	"PGEN_00001648"	"Ambient"	"Low"	1.85185185185185
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25744158	12	28	"PGEN_00001648"	"Ambient"	"Low"	30
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25754815	0	40	"PGEN_00001648"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25754905	0	48	"PGEN_00001648"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25754950	0	40	"PGEN_00001648"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	25755040	0	30	"PGEN_00001648"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	26060091	0	50	"PGEN_00001659"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	26060369	0	26	"PGEN_00001659"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	26060385	0	28	"PGEN_00001659"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	3675515	1	58	"PGEN_00000981"	"Ambient"	"Low"	1.69491525423729
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	3675543	0	58	"PGEN_00000981"	"Ambient"	"Low"	0
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	3675550	1	58	"PGEN_00000981"	"Ambient"	"Low"	1.69491525423729
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	3675618	1	43	"PGEN_00000981"	"Ambient"	"Low"	2.27272727272727
"EPI_206"	"PGA_scaffold18__69_contigs__length_27737463"	3675651	0	80	"PGEN_00000981"	"Ambient"	"Low"	0
