"Sample.ID"	"scaffold"	"position"	"meth"	"unmeth"	"gene"	"treatment"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	19898232	0	32	"PGEN_00001480"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	19922096	0	60	"PGEN_00001480"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	19922134	0	28	"PGEN_00001480"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	19922186	0	38	"PGEN_00001480"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	19922225	0	36	"PGEN_00001480"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	20351222	0	53	"PGEN_00001492"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	20351237	0	56	"PGEN_00001492"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	20351269	0	56	"PGEN_00001492"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	2230985	5	25	"PGEN_00000937"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	2231256	1	30	"PGEN_00000937"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25609641	0	36	"PGEN_00001642"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25694319	1	65	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25694364	2	76	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25743871	0	25	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25743888	5	19	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25743916	0	27	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25743933	2	20	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25744006	0	33	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25744051	0	68	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25744068	8	56	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25744096	0	80	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25744113	14	49	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25744141	0	48	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25744158	5	27	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25754815	0	38	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25754905	0	49	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25754950	0	42	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	25755040	0	24	"PGEN_00001648"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	26060091	0	45	"PGEN_00001659"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	26060369	0	30	"PGEN_00001659"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	26060385	1	32	"PGEN_00001659"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	3675515	0	23	"PGEN_00000981"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	3675543	0	24	"PGEN_00000981"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	3675550	0	24	"PGEN_00000981"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	3675618	0	23	"PGEN_00000981"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	3675651	0	46	"PGEN_00000981"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	3675679	0	39	"PGEN_00000981"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	3675686	0	42	"PGEN_00000981"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	4453535	10	37	"PGEN_00000998"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	4453541	3	42	"PGEN_00000998"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	6649000	1	29	"PGEN_00001064"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	6649016	0	23	"PGEN_00001064"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	6785721	22	14	"PGEN_00001066"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	6785764	2	47	"PGEN_00001066"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	7664156	0	41	"PGEN_00001089"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	7664175	1	53	"PGEN_00001089"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	7664201	1	57	"PGEN_00001089"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	7664220	2	50	"PGEN_00001089"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	7664265	0	45	"PGEN_00001089"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	9065677	90	9	"PGEN_00001153"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	9065709	107	37	"PGEN_00001153"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	9065731	151	15	"PGEN_00001153"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	9065740	133	16	"PGEN_00001153"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	9065763	81	28	"PGEN_00001153"	"Day135"
"EPI_154"	"PGA_scaffold18__69_contigs__length_27737463"	9065785	92	7	"PGEN_00001153"	"Day135"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10207413	19	23	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10207438	36	14	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10207441	23	30	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10207453	19	45	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10207458	9	41	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10207482	15	53	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10208835	18	48	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10209483	1	65	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10209505	59	19	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10209545	0	38	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10210273	25	2	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10210313	11	22	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10210393	9	54	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10210451	6	52	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10210463	5	51	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10210466	4	40	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10210485	3	50	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10218622	23	14	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10218771	11	24	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10218873	33	10	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10219326	25	23	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10219348	22	20	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10219360	39	15	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10220188	53	62	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10220242	13	54	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10220282	22	36	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10221680	26	26	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10221699	54	17	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10221724	65	12	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10221741	70	19	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10221767	22	44	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10222313	25	9	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10222316	11	26	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10222354	46	15	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10222357	35	18	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10222384	5	42	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10222398	15	33	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10225628	30	12	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10226502	7	31	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10226563	4	30	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10226583	29	3	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10226611	21	13	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10226622	48	9	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10226628	28	16	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10226643	46	2	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10226648	47	4	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	10226776	41	16	"PGEN_00000265"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	17777849	3	33	"PGEN_00000451"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	1885842	2	51	"PGEN_00000039"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	1912281	35	16	"PGEN_00000039"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	1912338	47	16	"PGEN_00000039"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	1912397	23	32	"PGEN_00000039"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	19937931	17	13	"PGEN_00000498"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	19938014	0	36	"PGEN_00000498"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	19938017	22	14	"PGEN_00000498"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	19938633	44	6	"PGEN_00000498"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	20167334	76	38	"PGEN_00000505"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	20594967	0	72	"PGEN_00000515"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	20594976	0	71	"PGEN_00000515"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	20831956	1	40	"PGEN_00000520"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	20831965	1	28	"PGEN_00000520"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	20868327	0	38	"PGEN_00000521"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	20868333	0	37	"PGEN_00000521"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	20868337	0	37	"PGEN_00000521"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	22718597	19	38	"PGEN_00000568"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	23419182	2	101	"PGEN_00000578"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	23419251	0	163	"PGEN_00000578"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	2397318	32	6	"PGEN_00000055"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	2397326	30	7	"PGEN_00000055"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	2397341	30	8	"PGEN_00000055"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	2397354	27	11	"PGEN_00000055"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	2397393	31	6	"PGEN_00000055"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24499846	6	19	"PGEN_00000594"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24627135	0	53	"PGEN_00000598"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24628253	0	64	"PGEN_00000598"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24628326	1	57	"PGEN_00000598"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24628590	0	50	"PGEN_00000598"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24628634	0	39	"PGEN_00000598"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24628766	0	59	"PGEN_00000598"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24994983	48	132	"PGEN_00000616"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24995028	2	201	"PGEN_00000616"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24995067	26	50	"PGEN_00000616"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24995147	16	40	"PGEN_00000616"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24995174	0	56	"PGEN_00000616"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24995415	26	75	"PGEN_00000616"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24995499	18	40	"PGEN_00000616"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24995583	7	44	"PGEN_00000616"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	24995751	3	27	"PGEN_00000616"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	25317430	62	10	"PGEN_00000622"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	25317438	36	65	"PGEN_00000622"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	25317505	63	83	"PGEN_00000622"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	25317639	24	32	"PGEN_00000622"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	25317773	40	45	"PGEN_00000622"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	26620661	4	18	"PGEN_00000653"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	26775074	14	13	"PGEN_00000656"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	26775378	8	37	"PGEN_00000656"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	28330698	20	10	"PGEN_00000682"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	28331859	20	21	"PGEN_00000682"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	28332048	25	12	"PGEN_00000682"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	28332093	15	11	"PGEN_00000682"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	28332099	16	7	"PGEN_00000682"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	28332360	13	21	"PGEN_00000682"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	28332505	34	78	"PGEN_00000682"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	29820482	1	49	"PGEN_00000712"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	29820547	0	38	"PGEN_00000712"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	29820612	0	22	"PGEN_00000712"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	30227823	0	32	"PGEN_00000727"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	30227827	1	30	"PGEN_00000727"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	30227991	1	23	"PGEN_00000727"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	30228353	0	40	"PGEN_00000727"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	30228366	0	41	"PGEN_00000727"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	30228384	0	34	"PGEN_00000727"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	31551202	3	86	"PGEN_00000766"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	4064987	1	117	"PGEN_00000099"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	4065086	1	32	"PGEN_00000099"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	4233891	1	53	"PGEN_00000102"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	4233913	0	64	"PGEN_00000102"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	4233940	0	71	"PGEN_00000102"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	4767343	12	38	"PGEN_00000113"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	4820627	1	43	"PGEN_00000114"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	4822878	68	8	"PGEN_00000114"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	4822883	68	10	"PGEN_00000114"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	4822891	51	20	"PGEN_00000114"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	4822925	18	37	"PGEN_00000114"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	4822946	38	15	"PGEN_00000114"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	4822959	21	30	"PGEN_00000114"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	4822980	34	8	"PGEN_00000114"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	6184638	2	104	"PGEN_00000148"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	6184655	3	154	"PGEN_00000148"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	6184675	5	185	"PGEN_00000148"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	6184695	4	204	"PGEN_00000148"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	6184715	3	174	"PGEN_00000148"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	6184735	1	135	"PGEN_00000148"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	6184755	4	102	"PGEN_00000148"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	6184775	1	120	"PGEN_00000148"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	8390572	1	28	"PGEN_00000211"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	8390575	0	29	"PGEN_00000211"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	8390608	2	28	"PGEN_00000211"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	8671040	0	40	"PGEN_00000216"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	8671108	16	33	"PGEN_00000216"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	9223199	35	3	"PGEN_00000233"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	9223203	34	4	"PGEN_00000233"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	9223213	30	8	"PGEN_00000233"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	9223221	32	6	"PGEN_00000233"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	9223245	35	3	"PGEN_00000233"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	9223249	33	5	"PGEN_00000233"	"Day145"
"EPI_181"	"PGA_scaffold17__51_contigs__length_34923512"	9223268	35	3	"PGEN_00000233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11397584	2	58	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11397595	1	74	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11397611	2	96	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11397621	3	130	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11397660	1	151	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11397677	0	145	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11397688	0	146	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11398142	0	79	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11398153	1	76	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11398404	2	415	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11398432	6	541	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11398497	1	406	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11398514	0	363	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11398525	5	316	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11398541	1	53	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11398590	2	208	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11398607	1	215	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11398618	0	219	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11398634	2	214	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11398683	1	142	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11398700	1	127	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11398727	0	84	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11400361	0	27	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11400364	0	27	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11400386	0	27	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11400392	0	27	"PGEN_00001233"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11412242	3	84	"PGEN_00001235"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11412296	6	80	"PGEN_00001235"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	11827805	0	38	"PGEN_00001246"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	13466903	21	10	"PGEN_00001291"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	13594600	0	30	"PGEN_00001295"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	13594645	0	35	"PGEN_00001295"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	13594825	1	44	"PGEN_00001295"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	13594858	0	52	"PGEN_00001295"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	13594870	0	48	"PGEN_00001295"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	15946304	31	20	"PGEN_00001361"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	15946386	31	40	"PGEN_00001361"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	16947759	11	65	"PGEN_00001386"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	16953263	5	27	"PGEN_00001386"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	17032790	2	42	"PGEN_00001391"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	17032800	1	49	"PGEN_00001391"	"Day145"
"EPI_181"	"PGA_scaffold18__69_contigs__length_27737463"	17032844	0	44	"PGEN_00001391"	"Day145"
