"uniprot.id"	"gene"	"adj.pval.TimePoint"	"start"	"end"	"score"	"Match.ID"	"m_start"	"m_end"	"E.value"	"identity"	"al"	"protein.name.short"	"protein.name.long"	"gene.names"	"organism"	"GO.IDs"
"Q9ERQ8"	"PGEN_.00g255890"	0.000430169833405366	7	232	451	"sp|Q9ERQ8|CAH7_MOUSE"	22	252	7.79e-52	42.308	234	"CAH7_MOUSE"	"Carbonic anhydrase 7 (EC 4.2.1.1) (Carbonate dehydratase VII) (Carbonic anhydrase VII) (CA-VII)"	"Ca7 Car7"	"Mus musculus (Mouse)"	"GO:0004089; GO:0005623; GO:0005829; GO:0008270; GO:0032230; GO:0032849; GO:2001225"
"P16066"	"PGEN_.00g148340"	0.000436277774345278	856	1058	697	"sp|P16066|ANPRA_HUMAN"	229	431	5.34e-81	61.084	203	"ANPRA_HUMAN"	"Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"	"NPR1 ANPRA"	"Homo sapiens (Human)"	"GO:0001653; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007165; GO:0007166; GO:0007168; GO:0007589; GO:0008217; GO:0008528; GO:0010753; GO:0016021; GO:0016525; GO:0016941; GO:0017046; GO:0019901; GO:0019934; GO:0030308; GO:0035810; GO:0035815; GO:0042417; GO:0042562; GO:0043114; GO:0043235; GO:0048662; GO:0097746; GO:1903779"
"Q13686"	"PGEN_.00g020710"	0.000448295161874619	21	293	581	"sp|Q13686|ALKB1_HUMAN"	14	270	1.52e-69	43.636	275	"ALKB1_HUMAN"	"Nucleic acid dioxygenase ALKBH1 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 1) (Alpha-ketoglutarate-dependent dioxygenase ABH1) (DNA 6mA demethylase) (DNA N6-methyl adenine demethylase ALKBH1) (EC 1.14.11.51) (DNA lyase ABH1) (EC 4.2.99.18) (DNA oxidative demethylase ALKBH1) (EC 1.14.11.33) (mRNA N(3)-methylcytidine demethylase) (EC 1.14.11.-)"	"ALKBH1 ABH ABH1 ALKBH"	"Homo sapiens (Human)"	"GO:0000049; GO:0001701; GO:0001764; GO:0001890; GO:0002101; GO:0005654; GO:0005719; GO:0005739; GO:0005783; GO:0006281; GO:0006307; GO:0006446; GO:0006448; GO:0008198; GO:0016706; GO:0031175; GO:0035513; GO:0035515; GO:0035516; GO:0042056; GO:0042245; GO:0043524; GO:0048589; GO:0070129; GO:0070579; GO:0070989; GO:0080111; GO:0103053; GO:0140078; GO:1990983; GO:1990984"
NA	"PGEN_.00g035740"	0.000450682959878504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O76840"	"PGEN_.00g015800"	0.000459749634163346	343	508	240	"sp|O76840|PPN1_CAEEL"	234	408	9.68e-20	33.333	180	"PPN1_CAEEL"	"Papilin (Abnormal cell migration protein 6)"	"mig-6 ppn-1 C37C3.6"	"Caenorhabditis elegans"	"GO:0000902; GO:0002119; GO:0004867; GO:0005604; GO:0008233; GO:0009792; GO:0032504; GO:0048598"
"A1A4K3"	"PGEN_.00g163510"	0.000479798412232686	1	545	2132	"sp|A1A4K3|DDB1_BOVIN"	1	544	0	73.626	546	"DDB1_BOVIN"	"DNA damage-binding protein 1 (Damage-specific DNA-binding protein 1)"	"DDB1"	"Bos taurus (Bovine)"	"GO:0003684; GO:0005634; GO:0005654; GO:0005737; GO:0006281; GO:0006511; GO:0016567; GO:0031464; GO:0031465; GO:0042752; GO:0043161; GO:0045722; GO:0048511; GO:0080008"
"Q967D7"	"PGEN_.00g110560"	0.000489759195815396	142	233	198	"sp|Q967D7|TUTL_DROME"	35	116	2.84e-17	39.13	92	"TUTL_DROME"	"Protein turtle"	"tutl CG15427"	"Drosophila melanogaster (Fruit fly)"	"GO:0005886; GO:0005887; GO:0007156; GO:0007411; GO:0007414; GO:0007629; GO:0007638; GO:0008039; GO:0008344; GO:0016199; GO:0030424; GO:0030537; GO:0045467; GO:0048814; GO:0070593; GO:0098632"
NA	"PGEN_.00g340570"	0.000508263054329617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O75051"	"PGEN_.00g208810"	0.000516276040676616	50	686	932	"sp|O75051|PLXA2_HUMAN"	4	638	2.91e-108	34.529	669	"PLXA2_HUMAN"	"Plexin-A2 (Semaphorin receptor OCT)"	"PLXNA2 KIAA0463 OCT PLXN2 UNQ209/PRO235"	"Homo sapiens (Human)"	"GO:0001756; GO:0002116; GO:0005886; GO:0005887; GO:0007162; GO:0008360; GO:0017154; GO:0021915; GO:0021935; GO:0030334; GO:0042802; GO:0043087; GO:0050772; GO:0051642; GO:0060037; GO:0060174; GO:0071526; GO:1902287"
NA	"PGEN_.00g136050"	0.00052931688794011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g038480"	0.000545610821844055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g058080"	0.000568828019287628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9R044"	"PGEN_.00g110640"	0.00057554565108109	102	1037	934	"sp|Q9R044|NPHN_RAT"	35	958	8.49e-105	26.667	960	"NPHN_RAT"	"Nephrin (Renal glomerulus-specific cell adhesion receptor)"	"Nphs1 Nphn"	"Rattus norvegicus (Rat)"	"GO:0000165; GO:0003094; GO:0005886; GO:0005925; GO:0007155; GO:0007254; GO:0007519; GO:0007520; GO:0016020; GO:0016021; GO:0017022; GO:0019904; GO:0030507; GO:0030838; GO:0032836; GO:0032991; GO:0035418; GO:0036057; GO:0042995; GO:0044062; GO:0045121; GO:0051393; GO:0072015"
"P16157"	"PGEN_.00g283020"	0.000585386653884643	274	659	515	"sp|P16157|ANK1_HUMAN"	8	399	3.25e-56	34.184	392	"ANK1_HUMAN"	"Ankyrin-1 (ANK-1) (Ankyrin-R) (Erythrocyte ankyrin)"	"ANK1 ANK"	"Homo sapiens (Human)"	"GO:0005198; GO:0005200; GO:0005634; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006888; GO:0007010; GO:0007165; GO:0008093; GO:0009898; GO:0010638; GO:0014731; GO:0016020; GO:0016323; GO:0016529; GO:0019899; GO:0019903; GO:0030018; GO:0030507; GO:0030673; GO:0031430; GO:0042383; GO:0043194; GO:0044325; GO:0045199; GO:0045211; GO:0051117; GO:0072659"
"P29995"	"PGEN_.00g237150"	0.000607436152406489	2477	2654	225	"sp|P29995|ITPR2_RAT"	8	183	5.46e-20	33.708	178	"ITPR2_RAT"	"Inositol 1,4,5-trisphosphate receptor type 2 (IP3 receptor isoform 2) (IP3R 2) (InsP3R2) (Type 2 inositol 1,4,5-trisphosphate receptor) (Type 2 InsP3 receptor)"	"Itpr2"	"Rattus norvegicus (Rat)"	"GO:0001666; GO:0005220; GO:0005509; GO:0005623; GO:0005737; GO:0005783; GO:0005789; GO:0005886; GO:0005938; GO:0006816; GO:0015278; GO:0016021; GO:0016529; GO:0030424; GO:0030659; GO:0030667; GO:0033017; GO:0035091; GO:0043209; GO:0043235; GO:0051209; GO:0070679; GO:0071320; GO:0071361; GO:0071456; GO:0097110"
"P11833"	"PGEN_.00g233770"	0.000619264250548042	1	418	2154	"sp|P11833|TBB_PARLI"	1	418	0	99.282	418	"TBB_PARLI"	"Tubulin beta chain (Beta-tubulin)"	""	"Paracentrotus lividus (Common sea urchin)"	"GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017"
"Q08499"	"PGEN_.00g007340"	0.00062625340519562	333	747	1492	"sp|Q08499|PDE4D_HUMAN"	37	465	0	66.047	430	"PDE4D_HUMAN"	"cAMP-specific 3',5'-cyclic phosphodiesterase 4D (EC 3.1.4.53) (DPDE3) (PDE43)"	"PDE4D DPDE3"	"Homo sapiens (Human)"	"GO:0002027; GO:0004114; GO:0004115; GO:0005813; GO:0005829; GO:0005886; GO:0005891; GO:0006198; GO:0006939; GO:0007186; GO:0007568; GO:0008144; GO:0010469; GO:0010880; GO:0016020; GO:0016324; GO:0019899; GO:0019933; GO:0030552; GO:0030593; GO:0031625; GO:0031698; GO:0032729; GO:0032743; GO:0032754; GO:0033137; GO:0034704; GO:0035264; GO:0043951; GO:0044325; GO:0045822; GO:0046872; GO:0050852; GO:0051117; GO:0060314; GO:0061028; GO:0071222; GO:0071320; GO:0071872; GO:0071875; GO:0086004; GO:0086024; GO:0097110; GO:1901844; GO:1901898"
"P43304"	"PGEN_.00g337180"	0.000642949674233564	55	727	2215	"sp|P43304|GPDM_HUMAN"	61	717	0	63.609	676	"GPDM_HUMAN"	"Glycerol-3-phosphate dehydrogenase, mitochondrial (GPD-M) (GPDH-M) (EC 1.1.5.3) (mtGPD)"	"GPD2"	"Homo sapiens (Human)"	"GO:0004368; GO:0005509; GO:0005739; GO:0005743; GO:0006072; GO:0006094; GO:0006127; GO:0009331; GO:0019563; GO:0035264; GO:0043010; GO:0052591"
"Q6PCL9"	"PGEN_.00g017640"	0.000663812461152138	9	739	1596	"sp|Q6PCL9|PAPOG_MOUSE"	14	719	0	46.875	768	"PAPOG_MOUSE"	"Poly(A) polymerase gamma (PAP-gamma) (EC 2.7.7.19) (Polynucleotide adenylyltransferase gamma) (SRP RNA 3'-adenylating enzyme) (Signal recognition particle RNA-adenylating enzyme) (SRP RNA-adenylating enzyme)"	"Papolg"	"Mus musculus (Mouse)"	"GO:0003723; GO:0004652; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0006378; GO:0016604; GO:0043631; GO:0046872"
"P52429"	"PGEN_.00g042700"	0.000673567714356914	29	460	777	"sp|P52429|DGKE_HUMAN"	19	392	6.37e-93	37.241	435	"DGKE_HUMAN"	"Diacylglycerol kinase epsilon (DAG kinase epsilon) (EC 2.7.1.107) (Diglyceride kinase epsilon) (DGK-epsilon)"	"DGKE DAGK5"	"Homo sapiens (Human)"	"GO:0003951; GO:0004143; GO:0005524; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0007205; GO:0008654; GO:0016020; GO:0016021; GO:0016301; GO:0030168; GO:0035556; GO:0046339; GO:0046486; GO:0046834; GO:0046872; GO:0050804; GO:0098978"
NA	"PGEN_.00g055920"	0.000684128903168128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8IPH9"	"PGEN_.00g207910"	0.000684839115555208	153	392	410	"sp|Q8IPH9|SLOB_DROME"	60	298	5.08e-44	32.932	249	"SLOB_DROME"	"Slowpoke-binding protein"	"Slob CG43756"	"Drosophila melanogaster (Fruit fly)"	"GO:0004672; GO:0005737; GO:0005886; GO:0007274; GO:0032780; GO:0042391; GO:0042594; GO:0043271; GO:0045202; GO:0050804"
"Q802D3"	"PGEN_.00g068280"	0.000688776008292101	9	1150	2395	"sp|Q802D3|XPO4_DANRE"	4	1113	0	42.174	1150	"XPO4_DANRE"	"Exportin-4"	"xpo4 zgc:55678"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0005049; GO:0005643; GO:0005737; GO:0006611"
"Q2M2S5"	"PGEN_.00g027930"	0.000708598640637228	4	73	216	"sp|Q2M2S5|COA6_BOVIN"	44	112	7.11e-23	55.714	70	"COA6_BOVIN"	"Cytochrome c oxidase assembly factor 6 homolog"	"COA6"	"Bos taurus (Bovine)"	"GO:0005507; GO:0005739; GO:0005758; GO:0005886; GO:0008535; GO:0042774; GO:0072492"
NA	"PGEN_.00g337830"	0.000708598640637228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8R4A1"	"PGEN_.00g025780"	0.000731675944833802	19	460	1094	"sp|Q8R4A1|ERO1A_RAT"	24	453	2.45e-145	50.448	446	"ERO1A_RAT"	"ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.4.-) (Endoplasmic reticulum oxidoreductase alpha) (Endoplasmic reticulum oxidoreductin-1-like protein) (Global ischemia-induced protein 11) (Oxidoreductin-1-L-alpha)"	"Ero1a Ero1l Giig11"	"Rattus norvegicus (Rat)"	"GO:0003756; GO:0005623; GO:0005783; GO:0005789; GO:0006457; GO:0010260; GO:0015035; GO:0016491; GO:0016671; GO:0018401; GO:0019471; GO:0022417; GO:0030198; GO:0030425; GO:0030968; GO:0034975; GO:0034976; GO:0045454; GO:0050873; GO:0051085; GO:0051209; GO:0055114; GO:0070059; GO:0071456"
"Q6ZPY7"	"PGEN_.00g257110"	0.000760704581394041	1183	1543	1273	"sp|Q6ZPY7|KDM3B_MOUSE"	2151	2513	9.36e-144	61.918	365	"KDM3B_MOUSE"	"Lysine-specific demethylase 3B (EC 1.14.11.-) (JmjC domain-containing histone demethylation protein 2B) (Jumonji domain-containing protein 1B)"	"Kdm3b Jhdm2b Jmjd1b Kiaa1082"	"Mus musculus (Mouse)"	"GO:0000785; GO:0000976; GO:0005634; GO:0005654; GO:0016209; GO:0031490; GO:0032454; GO:0033169; GO:0046872; GO:0051213; GO:0072718"
"Q9NRA2"	"PGEN_.00g312460"	0.0007608665333675	100	466	887	"sp|Q9NRA2|S17A5_HUMAN"	16	384	1.4e-114	48.248	371	"S17A5_HUMAN"	"Sialin (H(+)/nitrate cotransporter) (H(+)/sialic acid cotransporter) (AST) (Membrane glycoprotein HP59) (Solute carrier family 17 member 5) (Vesicular H(+)/Aspartate-glutamate cotransporter)"	"SLC17A5"	"Homo sapiens (Human)"	"GO:0005351; GO:0005764; GO:0005765; GO:0005829; GO:0005886; GO:0005887; GO:0006811; GO:0006820; GO:0006865; GO:0009617; GO:0015136; GO:0015538; GO:0015739; GO:0016020; GO:0016021; GO:0030054; GO:0030672"
NA	"PGEN_.00g252390"	0.000766489610488651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g308500"	0.000766519611279291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q6UX40"	"PGEN_.00g325420"	0.000793824575081164	3	126	404	"sp|Q6UX40|TM107_HUMAN"	2	125	1.9e-50	58.065	124	"TM107_HUMAN"	"Transmembrane protein 107"	"TMEM107 DC20 UNQ638/PRO1268"	"Homo sapiens (Human)"	"GO:0016021; GO:0021532; GO:0035869; GO:0036038; GO:0042733; GO:0060271; GO:1904491; GO:1905515"
"O15943"	"PGEN_.00g177680"	0.000801017555920155	73	3084	3680	"sp|O15943|CADN_DROME"	70	3064	0	34.946	3162	"CADN_DROME"	"Neural-cadherin (Cadherin-N) (dN-cadherin)"	"CadN CG7100"	"Drosophila melanogaster (Fruit fly)"	"GO:0005509; GO:0005886; GO:0005887; GO:0005911; GO:0007156; GO:0007411; GO:0007412; GO:0007413; GO:0008013; GO:0016021; GO:0016318; GO:0016339; GO:0030424; GO:0030425; GO:0031290; GO:0042803; GO:0044331; GO:0045296; GO:0045463; GO:0045467; GO:0048675; GO:0048814; GO:0048841; GO:0048846; GO:0050774; GO:0098609"
NA	"PGEN_.00g083000"	0.000831690266834841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g128070"	0.000858449008767928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q5EA46"	"PGEN_.00g223370"	0.000863200801170419	46	348	585	"sp|Q5EA46|CREL1_BOVIN"	11	323	6.37e-71	43.492	315	"CREL1_BOVIN"	"Protein disulfide isomerase CRELD1 (EC 5.3.4.1) (Cysteine-rich with EGF-like domain protein 1)"	"CRELD1"	"Bos taurus (Bovine)"	"GO:0003756; GO:0005509; GO:0016021"
NA	"PGEN_.00g203930"	0.000863200801170419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P46023"	"PGEN_.00g137910"	0.000864717623186577	473	1005	629	"sp|P46023|GR101_LYMST"	90	663	2.67e-68	29.846	583	"GR101_LYMST"	"G-protein coupled receptor GRL101"	""	"Lymnaea stagnalis (Great pond snail) (Helix stagnalis)"	"GO:0004930; GO:0005886; GO:0016021"
NA	"PGEN_.00g284240"	0.000902802595165183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g185830"	0.000937399077863799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q5GIS3"	"PGEN_.00g323740"	0.000943715988820871	56	341	1450	"sp|Q5GIS3|GBB_PINFU"	18	305	0	93.056	288	"GBB_PINFU"	"Guanine nucleotide-binding protein subunit beta (pfGbeta1) (G protein subunit beta-1)"	""	"Pinctada fucata (Akoya pearl oyster) (Pinctada imbricata fucata)"	"GO:0005516; GO:0005737; GO:0007165"
"Q9Y4E6"	"PGEN_.00g171290"	0.000943715988820871	27	853	1707	"sp|Q9Y4E6|WDR7_HUMAN"	1	820	0	44.457	857	"WDR7_HUMAN"	"WD repeat-containing protein 7 (Rabconnectin-3 beta) (TGF-beta resistance-associated protein TRAG)"	"WDR7 KIAA0541 TRAG"	"Homo sapiens (Human)"	"GO:0002244; GO:0008021"
"Q29M42"	"PGEN_.00g001170"	0.000978274416350922	488	811	819	"sp|Q29M42|C2D1_DROPS"	527	852	5.56e-95	46.177	327	"C2D1_DROPS"	"Coiled-coil and C2 domain-containing protein 1-like"	"GA18377"	"Drosophila pseudoobscura pseudoobscura (Fruit fly)"	"GO:0001227"
"Q5SVZ6"	"PGEN_.00g023790"	0.000988454104010653	574	979	256	"sp|Q5SVZ6|ZMYM1_HUMAN"	85	430	7.95e-22	23.855	415	"ZMYM1_HUMAN"	"Zinc finger MYM-type protein 1"	"ZMYM1"	"Homo sapiens (Human)"	"GO:0000981; GO:0005634; GO:0006357; GO:0008270; GO:0022604; GO:0046983"
NA	"PGEN_.00g263990"	0.00100482482402238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g081910"	0.00101239018301232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P05933"	"PGEN_.00g191340"	0.00102020211286757	3	150	375	"sp|P05933|CALM_SCHPO"	33	185	4.05e-45	46.405	153	"CALM_SCHPO"	"Calmodulin (CaM)"	"cam1 SPAC3A12.14"	"Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)"	"GO:0000935; GO:0005509; GO:0005634; GO:0005823; GO:0005829; GO:0019722; GO:0030437; GO:0031322; GO:0032153; GO:0035838; GO:0035840; GO:0035841; GO:0035974; GO:0043332; GO:0044732; GO:0045160; GO:0051300; GO:0061493; GO:0090307; GO:1990954"
"Q503L9"	"PGEN_.00g133410"	0.00104856484669975	1	418	777	"sp|Q503L9|NXN_DANRE"	1	410	9.73e-99	42.619	420	"NXN_DANRE"	"Nucleoredoxin (EC 1.8.1.8)"	"nxn zgc:110449"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0005623; GO:0005634; GO:0005829; GO:0016055; GO:0030154; GO:0030178; GO:0031397; GO:0045454; GO:0047134; GO:0072358"
"P06684"	"PGEN_.00g195420"	0.00108411463419792	3	1648	901	"sp|P06684|CO5_MOUSE"	9	1667	2.45e-97	25.028	1798	"CO5_MOUSE"	"Complement C5 (Hemolytic complement) [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5 alpha' chain]"	"C5 Hc"	"Mus musculus (Mouse)"	"GO:0001701; GO:0004866; GO:0005579; GO:0005615; GO:0006954; GO:0006957; GO:0006958; GO:0010575; GO:0010760; GO:0019835; GO:0045766; GO:0090197"
NA	"PGEN_.00g324740"	0.00109734292341528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9Y2H8"	"PGEN_.00g185080"	0.00110426719053071	401	592	234	"sp|Q9Y2H8|ZN510_HUMAN"	1493	1677	3.58e-18	30.612	196	"ZN510_HUMAN"	"Zinc finger protein 510"	"ZNF510 KIAA0972"	"Homo sapiens (Human)"	"GO:0003677; GO:0005634; GO:0006355; GO:0046872"
NA	"PGEN_.00g198300"	0.00110426719053071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9UBF8"	"PGEN_.00g308510"	0.00111133952528418	116	579	1211	"sp|Q9UBF8|PI4KB_HUMAN"	190	683	1.82e-153	52.096	501	"PI4KB_HUMAN"	"Phosphatidylinositol 4-kinase beta (PI4K-beta) (PI4Kbeta) (PtdIns 4-kinase beta) (EC 2.7.1.67) (NPIK) (PI4K92) (PI4KIII)"	"PI4KB PIK4CB"	"Homo sapiens (Human)"	"GO:0000139; GO:0004430; GO:0005524; GO:0005737; GO:0005741; GO:0005768; GO:0005829; GO:0006661; GO:0006898; GO:0007165; GO:0016020; GO:0016032; GO:0030867; GO:0046854; GO:0048015; GO:0048471; GO:0071889"
NA	"PGEN_.00g229890"	0.00111133952528418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g235710"	0.00112035534050806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g221350"	0.00116523089664071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g050170"	0.00117091509522845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g174200"	0.00117233650920362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q4R562"	"PGEN_.00g238380"	0.00118435930971979	4	166	637	"sp|Q4R562|ARRB1_MACFA"	20	182	1.95e-81	70.552	163	"ARRB1_MACFA"	"Beta-arrestin-1 (Arrestin beta-1)"	"ARRB1 QccE-17776"	"Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)"	"GO:0001934; GO:0002092; GO:0005634; GO:0005886; GO:0005905; GO:0006511; GO:0007165; GO:0015031; GO:0031143; GO:0031410; GO:0045746"
"Q8R1B8"	"PGEN_.00g023280"	0.00118808660477609	12	460	272	"sp|Q8R1B8|RORB_MOUSE"	356	801	7.12e-24	25.591	465	"RORB_MOUSE"	"Nuclear receptor ROR-beta (Nuclear receptor RZR-beta) (Nuclear receptor subfamily 1 group F member 2) (Retinoid-related orphan receptor-beta)"	"Rorb Nr1f2"	"Mus musculus (Mouse)"	"GO:0000978; GO:0001228; GO:0003700; GO:0003707; GO:0004879; GO:0005634; GO:0005654; GO:0007601; GO:0008134; GO:0008270; GO:0008502; GO:0035881; GO:0042462; GO:0042752; GO:0043565; GO:0045668; GO:0045892; GO:0045893; GO:0045944; GO:0046548; GO:0046549; GO:0048511; GO:0060041; GO:0071300"
NA	"PGEN_.00g010440"	0.00118808660477609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g217950"	0.00118808660477609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P38542"	"PGEN_.00g149190"	0.00119139294550959	1	214	952	"sp|P38542|RAN_BRUMA"	1	214	2.17e-131	86.449	214	"RAN_BRUMA"	"GTP-binding nuclear protein Ran (GTPase Ran) (Ras-like protein TC4)"	"Bm1_44725"	"Brugia malayi (Filarial nematode worm)"	"GO:0003924; GO:0005525; GO:0005634; GO:0006913; GO:0015031"
"Q86VZ4"	"PGEN_.00g029240"	0.00123799976593536	450	500	185	"sp|Q86VZ4|LRP11_HUMAN"	724	774	4.95e-13	64.706	51	"LRP11_HUMAN"	"Low-density lipoprotein receptor-related protein 11 (LRP-11)"	"LRP11"	"Homo sapiens (Human)"	"GO:0005886; GO:0009408; GO:0009409; GO:0009414; GO:0009612; GO:0016021; GO:0033555; GO:0035902; GO:0042594; GO:0051219"
"Q8NCC3"	"PGEN_.00g169510"	0.00124521406283447	39	411	925	"sp|Q8NCC3|PAG15_HUMAN"	23	398	3.28e-121	44.415	376	"PAG15_HUMAN"	"Group XV phospholipase A2 (EC 2.3.1.-) (1-O-acylceramide synthase) (ACS) (LCAT-like lysophospholipase) (LLPL) (Lysophospholipase 3) (Lysosomal phospholipase A2) (LPLA2)"	"PLA2G15 LYPLA3 UNQ341/PRO540"	"Homo sapiens (Human)"	"GO:0004622; GO:0005543; GO:0005576; GO:0005615; GO:0005654; GO:0005764; GO:0006644; GO:0006650; GO:0006672; GO:0008374; GO:0009062; GO:0016020; GO:0034638; GO:0043231; GO:0046338; GO:0047499; GO:0070062"
NA	"PGEN_.00g278580"	0.00127174015541855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P80174"	"PGEN_.00g065700"	0.00128187618434611	39	162	325	"sp|P80174|SODC_CARCR"	84	208	8.49e-37	52.381	126	"SODC_CARCR"	"Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)"	""	"Caretta caretta (Loggerhead sea turtle)"	"GO:0004784; GO:0005634; GO:0005737; GO:0046872"
NA	"PGEN_.00g014000"	0.00129431551400912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q5RDY1"	"PGEN_.00g051380"	0.00130512421470577	5	313	530	"sp|Q5RDY1|NPL_PONAB"	6	307	1.73e-64	36.893	309	"NPL_PONAB"	"N-acetylneuraminate lyase (NALase) (EC 4.1.3.3) (N-acetylneuraminate pyruvate-lyase) (N-acetylneuraminic acid aldolase) (Sialate lyase) (Sialate-pyruvate lyase) (Sialic acid aldolase) (Sialic acid lyase)"	"NPL"	"Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)"	"GO:0005737; GO:0005975; GO:0008747; GO:0019262"
"Q6V0I7"	"PGEN_.00g050460"	0.00132890586436613	216	3278	974	"sp|Q6V0I7|FAT4_HUMAN"	5977	9092	4.33e-103	24.977	3263	"FAT4_HUMAN"	"Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)"	"FAT4 CDHF14 FATJ Nbla00548"	"Homo sapiens (Human)"	"GO:0001658; GO:0003007; GO:0005509; GO:0005886; GO:0007009; GO:0007156; GO:0007157; GO:0007219; GO:0008543; GO:0016021; GO:0021987; GO:0022008; GO:0035329; GO:0043931; GO:0045177; GO:0048565; GO:0060122; GO:0070062; GO:0072137; GO:0072307; GO:0098609"
NA	"PGEN_.00g097480"	0.00136532102749667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q7Z9I2"	"PGEN_.00g223280"	0.00144014691667866	4	244	268	"sp|Q7Z9I2|YCP9_SCHPO"	19	257	3.64e-26	31.25	256	"YCP9_SCHPO"	"Uncharacterized oxidoreductase C663.09c (EC 1.-.-.-)"	"SPCC663.09c"	"Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)"	"GO:0005634; GO:0005829; GO:0016491; GO:0110095"
NA	"PGEN_.00g259540"	0.00145797766227747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"B4J6Q0"	"PGEN_.00g228470"	0.00146025320360794	8	252	1086	"sp|B4J6Q0|FBSP1_DROGR"	8	253	1.49e-150	78.455	246	"FBSP1_DROGR"	"F-box/SPRY domain-containing protein 1"	"Fsn GH21169"	"Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)"	"GO:0005634; GO:0005938; GO:0007274; GO:0007399; GO:0010629; GO:0016567; GO:0019005; GO:0030054; GO:0031594; GO:0045495; GO:0045732; GO:0045886"
NA	"PGEN_.00g134600"	0.00147199088623241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
